@relation play_store_comments
@attribute ps_class {mauvais, neutre, bien}
@attribute text String
@data
mauvais, ' déjà il ne y avoir pas de film sortir récemment , ensuite même certain sortir il y avoir quelque année ( et assez connaître ) être introuvable . et je ne parler même pas de ce crash répéter nous obliger à rouvrir le application ... '
mauvais, ' Bug  bug  impossible de regarder un série sans que le application bugue  et ce sur @card@ appareil différent . ... heureusement le moi|mois de essai être gratuit '
mauvais, ' Appli  truffer de bug  je rejoindre le autre commentaire . ce application être inutilisable . je aller résilier mon abonnement . dommage , voir ce que le concurrence proposer et comparer ! '
mauvais, ' en wifi  impeccable vous pouvoir enchaîner le vidéo sans problème en plus avec le Chromecast  ce être au top pour vision en grand écran ! par contre en mobilité cela se compliquer , en 3G/4G  pas de souci le vidéo tourner bien.  . par contre en @card@ film ou @card@ épisode le forfait en débit maximubm  exploser ! ! ce qui rendre le utilisation en mobilité " impossible " . le possibilité de télécharger  chez soi en wifi  pour visionnage  hors connexion être un vrai plus ! ! '
bien, ' très bon application très utile trop de critique , si le application vous plait  pas aller ailleurs être déjà content qui être un période gratuit aller payer|payer chez le autre site comme du pigeaon  Bravo  Canal  + '
mauvais, ' plantage à répétition en offrir avec le Samsung  tab S.  plantage régulier sur film et series  . un peu à le ramasse sur le délai de disponibilité du saison . interface sympa . à ameliorer  '
mauvais, ' arnaque un foi|fois inscrit on pouvoir pas ce désinscrire  tout fonctionner sauf ce fonction qui marquer service indisponible pour nous obliger à payer|payer un honte '
bien, ' perfectible application très correct . seulement un bug  en @card@ semaine de utilisation(application  qui se quitter ) mais pas en lecture de vidéo donc rien de grave . abonnement pas cher et made in France donc je rester ici plutôt que aller chez netflix  . un contenu que je avoir trouver très léger il y avoir deux an mais toujours peu de ajout de interet  à mon goût '
mauvais, ' Bug  enorme  je vouloir regarder un serie  donc j  apui  sur regarder et la être mon tablette redemarre  soit son me mettre canalplay  son areter  il falloir coriger  son et vite ! '
mauvais, ' on virer le series  comme cela ... aucun date de fin de disponibilité du series  du coup , moi qui avoir commencer breaking  bad  je pouvoir pas voir le suite ... je etait  vraiment tenter par ce service VoD  mais non ... je aller faire comme avant : piratage . la|le offrir vod  être vraiment trop naze en France falloir pas s  \' étonner que le gens pirate le series  . '
mauvais, ' impossible DE  VOIR  UN  SEUL  FILM  SAMSUNG  GALAXY  TAB  S  ! ! ! ! ! ! ! vous parler de un super application ! à @card@ mètre de mon box super signal wiki  mais aucun image canal play ! ! ! cela mouliner cela mouliner à faire mais pas un seul vision âge possible ! devoir faire un allergie à le samsung  galaxy  Tab  S  ! ! ! ! ! ! ! ! ! bon bin  ce être plier pour annulationous  direct dommage je la|le avoir bien garder même si vraiment bcp  de vieux film dans le bibliothèque . ... ... . '
neutre, ' manquer encore il manquer un historique , lorsque on suivre un série ce être bien de avoir un trace du dernier visionage  . aussi un petit bug  sur mon Note  @card@ , si on faire pause ou si on revenir en arrière alors il falloir remettre le téléphone en vertical sinon le application crash en horizontal . '
neutre, ' MAJ  D\'  URGENCE  ! ! ! ! arrêter pas de cracher , du que je mettre un film le application se ferme on pouvoir même pas regarder quelque chose ! ! ! avoir régler assez vite parce que je avoir pas envie de payer|payer @card@ euro par moi|mois pour rien sinon y avoir pas mal de choix tout être bien même le prix ne être pas trop cher je avoir mettre deux étoile car tout être parfaire sauf le beugue  et si on arriver pas à regarder un film via ce application bah ... son sert avoir rien ... à régler vite sinon je changer de appli  ! ! ! ps  : à quand le mode hors connecter ? : ) '
bien, ' avoir le hauteur du attente on retrouver le series  , QQ  film mais pas assez ( recents  ) avoir mon goût '
neutre, ' Galaxy  Note  @card@ un gros plantage régulier faire fermer le application . pouvoir vous régler ce problème merci . '
mauvais, ' plantage avoir gogo C pas sérieux pour un abonnement avoir @card@ eur  de pas pouvoir regarder @card@ dessin animer de @card@ minute sans plantage ! ! ! '
mauvais, ' trop de plantage il falloir lancer le application au moins @card@ foi|fois pour que cela fonctionner . quand au vidéo , ce être pire . à corriger de urgence ! '
mauvais, ' un bug  qui faire que elle ne servir avoir rien pour créer mon compte impossible . le moutier de le page côté droit être noir impossible de valider quoi que ce être '
mauvais, ' un gros merde je avoir réinstaller mon téléphone pour l  occasion car le canalplay  se couper sans raison . il bug  toujours autant . le dev  devoir vraiment s  inquiéter car vivement netflix  . '
bien, ' payer|payer je mettre raire un étoile de plus parce-que  il falloir payer|payer ! moi mon parent ne emmener pas que on payer du chose et il falloir se abonner moi je avoir pas le droit ! merci ci vous pouvoir faire cela ! : - ) '
mauvais, ' avoir fuir ! ! difficulté de connexion , série retirer du catalogue sans préavis . bref on vous appate  avec un moi|mois gratuit , mais cela retomber vite faire . vivement Netflix  que le opérateur français se secouer un peu . '
mauvais, ' pas de reprise lecture un comble pour ce genre de service . on ne pouvoir pas stopper le visualisation pour la continuer plus tard . le film recommencer depuis le début . il falloir rajouter ce option comme commencer le lecture sur un mobile et la continuer sur le tablette comme le fait Netflix  . pas de option pour lire en continu le épisode de un série comme Netflix  le catalogue être aussi pauvre que Netflix  , le série ne être pas complet . exemple : @card@ saison sur @card@ pour Thé  Bing  Bang  Theory  '
mauvais, ' Bugs  à corriger de urgence cela bug  , le vidéo se couper en plein milieu , ce être très ch  ... . de plus , lors de un visionnage  , il rester en haut de le écran un bandeau avec le titre et un loupe de recherche . ce être encore plus ch  ... . ce être quand vous vouloir pour le correction . Samsung  Tab  @card@ '
mauvais, ' nul paie ton série où il ne y avoir pas tout le saison et ton vieux film voir et revoir ... De  le merde '
mauvais, ' mauvais Appli  beuguée  . catalogue sans interet  . Meme  le serie  de canal être pas dispo  ( mafiosa  , braquo  . . )sans  parler du series  ou il y avoir qu  un seul saison ( 24h  ) pas de reprise de le lecture pas de suivi du ep  voir ... je retourner avoir netflix  sans hesiter  '
mauvais, ' inutilisable App  tellement beugué  que elle en devenir inutilisable , se il être possible de ne pas mettre de étoile ... 24h  de abonnement , je finir même pas mon @card@ jour de essai ... je résilier '
bien, ' il falloir juste un compte canal avec ce appli  vous pouvoir voir tout le série avant que elle être diffuser à le télé et de autre déjà passer que vous vouloir revoir mais du foi|fois elle partir quand elle ne être plus diffuser à le télé mais je vous conseiller vraiment ce application malgré le petit bugs  interrompre nous film et série '
mauvais, ' franchement décevoir le moi|mois dernier je avoir tester le service et commencer à regarder breaking  bad  . on être le @card@ je me reabonne  et paf , plus de breaking  bad  . tant pis je aller tester Netflix  '
mauvais, ' trop de bug  . impossible de regarder un episode  de serie  en entier . le appli  se fermer sans cesse . payer|payer un abonement  pour ne pas avoir @card@ minute de episode  sans coupure ce être un scandal  '
mauvais, ' minable ... ce être vraiment petit , ce politique de attirer le clientèle avec de pseudo  promotion et e-chèques  , qui ne être plus générer par ce appli  . on se moquer vraiment de nous ... le concurrence exister heureusement , et Carrefour  aller se mordre le doigt à force de prendre son client pour du c***  . '
neutre, ' consommer de le batterie depuis le mise à jour , ce être le appli  qui consommer le plus de batterie sur mon téléphone , même quand je ne me en servir pas ... à corriger '
mauvais, ' nouveau version ... mais toujours pas de version tablette ( ou de format paysage ) '
mauvais, ' Bug  bug  le dernier mise à joue être encore pire que le précédent Hyper  nul L ancien version être bien mieux Impossible  d  editer  le cheques  fidélité obliger de galerer  à chaque foi|fois je songer sérieusement à changer de magasin Ca  commencer à me prendre le tête tout ce bugs  '
mauvais, ' nul pour pas utiliser le E  chèque '
mauvais, ' informaticien incompetents  depuis le mise avoir jour ce semaine , plus moyen de éditer un e-cheque  en direct à le caisse . ou être mon @card@ euro . un message dire que le on ne pouvoir pas editer  plus de un cheque  par jour ... mais le premier ne s  \' affiche deja  pas ! ! ! ! un honte ! ! ! arrêter le mise avoir jour minable par pitié ! ! ! ! ! '
mauvais, ' Bug  pénaliser impossible de éditer le e-chèque  ni même de ouvrir mon compte depuis le mise à jour ce semaine . C @card@ gros problème lorsque à le caisse on compter sur ce chèque ! ! ! '
mauvais, ' problème avec le e  chèque le e  chèque ne être plus disponible aussitôt . donc impossible de le faire à le caisse et la|le utiliser directement . donc ce application perdre son intérêt . gros régression par rapport à le version précédent . '
mauvais, ' Beug  à chaque e-cheque  créer il être dispo  k  le lendemain sur mon samsung  s4  alors k  sur iphone  c  être direct '
mauvais, ' mettre à jour à remettre à jour Oué  le ancien version être mieux le e-chèques  apparaître tout de suite dès que le on en créer un en caisse ... là rien ne arriver ou alors 24h  après ce être naze ... Appli  à revoir '
mauvais, ' honte avoir carrefour ! ! ! trop de notification impossible de desactiver  le notification ! le client devoir avoir le choix et ne pas subir le pub ! et en plus le cheques  fidelités  ne être plus disponible immediatement  ! dommage je aller devoir aller chez votre concurrent ! '
mauvais, ' trop de bugs  ... le e-cheques  ne être plus utilisable à le demande , ce qui être contre productif . le service de localisation ne se arrêter pas tout seul lorsque on quitter le appli  . le pop-up  de pub être trop envahissant . '
neutre, ' Probleme  depuis leur nouveau mise à jour impossible de creer  son chèque fidélité il n  apparaître que @card@ heure après le création sur l  application et cela depuis dimanche merci de faire le nécessaire pour que tt  redevenir normal '
mauvais, ' plus de création e-chèque  en direct bonjour depuis le mise à jour . J  avoir un Samsung  galaxy  s4  mini . il n  être plus possible de créer du e-chèque  directement lors du passage en caisse . ce application perdre de son intérêt . pouvoir régler le problème '
mauvais, ' arrêter de faire du mise avoir jour depuis le dernier mise à jour plus moyen de éditer un chèque fidélité.  . le application me dire que le chèque avoir déjà être créer ce jour mais rien avoir être éditer . résulter je avoir payer|payer plein pot à le caisse merci Carrefour  '
neutre, ' Pb  e  cheque  je venir de créer un e  chèque et je ne avoir rien recevoir ? avant cela fonctionner ... ! et le application me dire chèque créer aujourd\'hui , donc impossible de renouveler le opération . chèque créer dans le application @card@ jour après . en espérer que se être un problème résolu car avant ce être immédiat . '
bien, ' super le nouveau version ! je aimer bien le animation du catalogue mais cela pixellise  un peu sur mon téléphone . '
bien, ' net amelioration  bravo superbe interface digne de un tel groupe comme carrefour '
mauvais, ' déception depuis le dernier mise à jour , plus possible de éditer un chèque réduction ni de voir le code barrer de mon carte fidélité ... '
mauvais, ' depuis le mise à jour impossible de faire un e-chèque  en caisse car cela ne marcher pas , le chèque se éditer 1h  après ( littéralement ) , on ne pouvoir pas savoir combien on aller dépenser en avance ! du gros ne importer quoi ! '
mauvais, ' Edition  de e-cheque  impossible depuis le mise à jour le seul fonction utiliser ( et vraiment utile sur un telephone  ) sur ce application ne fonction plus . comment utiliser le argent sur mon compte PASS  . notification gênant non désactivable  et non paramétrables  . monte en memoire  au démarrage du tel . sans sollicitation . catalogue inutilisable car texte illisible sur smartphone  . pas moyen de faire un liste de course . un aide pour trouver le article dans un magasin ( surtout le promo ) et leur disponibilité être intéressant . '
bien, ' très bien plus de e  chèque à imprimer ni à mettre sur son portable tout ce fait à le caisse avec le code secret que l.  on avoir bravo carefour  '
neutre, ' mettre avoir jour ... comment dire le cheques  fidelités  arriver @card@ heure apres  ... ... No  comment quand avoir arriver en caisse et que avoir le créer dommage cela aller si bien avant à rectifier ! ! '
mauvais, ' Galaxy  s3  4g  ; nouveau version deplorable.  . on créer le cheque  et il napparait  pas mais le compte être debité  il me manquer juste.30€  ! comment c  poddible  de mettre avoir jour du version dauber ! ! ! inadmissible ! ! je aller appeller  en direct et ca  aller chauffer ! '
bien, ' presque parfait ! le application être très bien mais ... le affichage du catalogue être de très mauvais qualité , ce être quasiment illisible &gt  ; &lt  ; " '
neutre, ' dommage que le on ne pouvoir voir que un carte de fidélité à le foi|fois . on devoir pouvoir basculer de le un à le autre sans remplacer le précédent en le oublier '
mauvais, ' pourri son fait très longtemps que je utiliser ce application je la trouver super même si elle bugai  assez souvent mais la on pouvoir plus présenter un chèque de fidélité en caisse à quoi servir ce application si le seul truc super ne marcher plus '
mauvais, ' pas cool pouvoir plus faire de cheques  fidélité en direct @card@ euro dessus que je souhaiter me servir aujourd\'hui '
mauvais, ' où être mon chèque ? ? ? ? ? ? je ne avoir plus de imprimante , je demander mon code pour aller à le borne , on me envoyer @card@ chiffre alors que le borne en vouloir @card@ . je avoir besoin de mon chèque de @card@ euro . je téléchargé  le appli  . je vouloir créer un chèque , chèque créer ... Oui  ? ? ? ? où cela ? ? ? ? ? je re  tente . non pas plus de un chèque par jour . je chercher le numéro de carrefour fidélité , @card@ + surcout  , au bout de qques  minute , oups  rappeler . ce être quoi ce bazar ? ? ? ? ? ? où trouver mon chèque ? ? ? '
mauvais, ' le chèque fidélité ne se éditer pas ! ! ! cela marcher très bien avant . aujourd\'hui en caisse impossible de éditer le chèque fidélité sur le application.  . obliger de laisser mon caddie et de aller avoir un borne carrefour pour faire un édition papier.  . je avoir mettre 15min  pour payer|payer mon caddie ! ! je ne comprendre pas que un application être mettre à jour sans contrôle de son bon fonctionnement ! ! '
mauvais, ' avoir revoir très vite ! ! ! ! plus possible de éditer un e  chèque en caisse ! ! pourtant cela fonctionner très bien auparavant ... . . à croire que ce être faire exprès ! '
mauvais, ' E  chèque depuis dernier mise avoir jour impossible de créer un e  chèque ! très agréable au moment de payer|payer ! application qui pert  son fonction premier dommage ... '
mauvais, ' problème avec le e  chèque aussi ... pas moyen de créer un e  chèque ... Vivement  un correctif ... . '
mauvais, ' ne servir plus à rien plus possible de utiliser le chèque que le on cré ... obliger de avoir un 2eme  tel avec le appli  pour utiliser le chèque ... super ... '
mauvais, ' un arnaque encore un foi|fois chez carrefour quand quelque chose fonctionner et bien on le modifier ! impossible d  éditer mon chèque fidélité de @card@ euro ... alors pour débiter mon compte pas de problème , mais pour se servir du chèque fidélité , plus moyen ... cela s  \' appeler de l  escroquerie . . . on devoir avoir du compensation pour ce anomalie de fonctionnement . je ne savoir pas pour vous , mais moi carrefour ne me faire aucun cadeau et je devoir regler  en temps et en heure ... cela devoir être valable pour eux aussi non ? '
mauvais, ' absurde à le heure où le concurrent faciliter le usage du smartphone  , carrefour mettre fin à le édition du chèque numérique . ne servir plus à rien . '
mauvais, ' C de le daube ! mettre avoir jour nul . remettre nous l  ancien appli  vite . Vs  etes  co  ... . quoi ! ! ! ! je venir de voir le dernier catalogue sur Internet mais pas sur lappli  -&gt  ; &gt  ; &gt  ; NULLLL  '
mauvais, ' devenir inutile on pouvoir plus voir le echeques  , le principal fonction pourtant . '
bien, ' très satisfaire application qui fonctionner très bien sur LG  G2  , très utile pour consulter le catalogue promo sur son portable ! '
neutre, ' manque de fluidité on avoir du mal avoir se y retrouver . '
bien, ' superbe ! je suivre|être très content de le application dommage que quand on mettre de le musique il y avoir du musique indisponible '
bien, ' ce être génial.  . ??  ce application être superbe je pouvoir faire tout sorte de vidéo . . merci flipagram  . ! ! ???  '
bien, ' trop ce application être très bien puis ce être simple de se en servir je trouver que ce être trop bien quand je mennnuis  vraiment je faire du film . personnellement si vous hésiter à telecharger  le application ne hésiter plus telecharger  la . Aurevoir  '
bien, ' super ?????  ce application être génial je aimer beaucoup et je me en servir presque tout le jour vous mériter 5?  ?????  '
bien, ' TOP?  C trop bien ! je venir de avoir la|le appli  donc pour le instant y\'a  pas de probleme/bug  . donc pour moi c  parfait?  '
bien, ' rien ne avoir sire tmtc  trop bien et je penser que ce à pli saurer mon vider '
bien, ' trop bien ! le seul problème être que je ne pouvoir pas avoir le musique que je vouloir mais sinon cest  trop bien ! ! '
mauvais, ' dommage ce application avoir le air bien mais il falloir payer|payer bon d\'accord ce être 2€  mais comment il faire le moins de @card@ an ou tout simplement ce qui ne avoir pas de carte de paiement ? eh bah on pas utiliser la|le applie  ! '
bien, ' J  adorer rien avoir dire trop bien et je vous conseiller ce flipagram  kiss  ce qui avoir inventer cela ?  '
bien, ' je adorer rien avoir dire sauf le musique gratuit qui ne être pas asser  longue : / '
bien, ' Exellent  permettre de faire du vidéo sur instagram  ‚ c  génial ! passer voir mon compte installer mon pseudo  c  draynna  '
bien, ' je adorer le application être parfaire mais quand je regarder le vidéo ca  devenir tout vers et apres  je voir rien mais le musique et le photo continuer cest  juste le image qui devenir vert ca  se embêter même sur instagram  ca  faire vert avec deux photo ca  marche mais avec plus ca  beug  cest  embêter essayer|essayer de changer avoir le maj??  '
bien, ' tablette lazer  je avoir bien aimer ce être tres  bien son ne beug  pas : - ) '
bien, ' je adorer ce apli  tout simplement pas de pub son beug  pas je adorer ! '
neutre, ' pas mal mais Andd  jessaye  de partager quand je appuyer sur partager son me mettre rien '
bien, ' Flipagram  C être genial  mais on entendre pas le musique et c  nul '
neutre, ' je aimer  lapplication  mais je pouvoir pas mettre trop de photo sinon lapplication  se fermer et je devoir tout recommencer . meme  quand je mettre pas tant de photo son fait son '
bien, ' je avoir adorer ce être super cool presque aucun appli  être comme son '
bien, ' servir beaucoup je adorer on pouvoir mettre du photo et le transformer en genre de film . je adorer ! ! '
bien, ' Genial  Tres  bon application tres  peu de bug  sur samsung  galaxy  trend  '
bien, ' super trop trop bien mais son ne marcher pas sur le portable '
bien, ' parfait parfaire je faire du diapo de tout mon souvenir je aimer bien ... . '
bien, ' cool cool '
bien, ' je adorer ce être tellement bien dommage que le musique durer @card@ second|seconde ... &lt  ; 3&lt  ; 3&lt  ; @card@ '
bien, ' super super appli  quand je vouloir faire du dossier sur mon ami lol  '
bien, ' J  adorer C être trop cool on son maitre  le musique que l  on vouloir on pouvoir aussi choisir le photo son encore plus cool que retrica  ( pour moi ) '
bien, ' je suraimere  C trop génial y avoir pas mieux pour décrire '
bien, ' super sur wiko  ce être juste super je vous dire de le instaler  ?  '
neutre, ' je utiliser beaucoup ce applic  pour Instagram  , tout pouvoir être parfait mais ... gros problème : le noir et blanc du photo de origine être complètement détériorer durant le montage vidéo , donner un aspect verdâtre : ( ( '
bien, ' je adorer je la|le utiliser avoir chaque sortie avec du ami c  génial '
bien, ' trop cool son trop cool surtout avec le musique ouaaa-  -- '
bien, ' je adorer ce apli  je vous la conseiller elle et tros  bien '
bien, ' Kiff  total J  ador  ce appli  elle être utile '
bien, ' super seul petit bémol c  que on pouvoir pas prendre de le musique de deezer  sinon super '
bien, ' Wouaw  je adorer ce application elle être cool et facile à utiliser . '
mauvais, ' cela soul le image se ajouter sur le video  le pourcentage se afficher et arriver avoir un moment le chargement se arrêter et je devoir recommencer mais cela marche pas ... J\'  en avoir marre cela faire @card@ foi|fois que je recommencer ... '
bien, ' je adorer ce application être génial , elle me permettre de faire un vidéo avec mon photo . je ne avoir encore jamais trouver de application comme celui -ci . je conseil ce application avoir tout le monde '
bien, ' je adorer mais ... je adorer je me en servir beaucoup le problème ce être que je ne arriver plus à publier mon vidéo sur instagram  . si non applis  superbe ! '
bien, ' très bien ce application être superbe ; du montage pour faire avec votre ami ? alors ce superbe application être recommander '
bien, ' vraiment trop bien ?  je me en servir tout le temps et ce être vraiment trop bien je adorer ce être pour son que je mettre @card@ étoile '
bien, ' Android  @card@ fonctionnement ok  . '
bien, ' uper  application toujours au top même si le concurrence gratuit arriver fort ce qui vous obliger sûrement à un politique tarifaire plus agressif . continuer . '
bien, ' icoyote  top du top je me servir de ce application depuis @card@ an au début avec iphone  @card@ puis note @card@ jamais de problème mais moin  cher chez Samsung  donc encore mieu  '
bien, ' juste parfait quelque réglage avoir faire sur le limite de vitesse . mais je vous la conseiller vivement . ( liège Belgique ) '
bien, ' très bien mais ... . . fonctionner très bien , mais le alerte ne passer dans le Bluetooth  de le voiture , donc aucun son lors de radar ou autre . voilà le pourquoi du @card@ étoile . '
mauvais, ' problème gênant problème sur le indication vocal , qui continuer après le zone de danger(obliger  de relancer le application ) , et qui ne être pas toujours juste sur le vitesse limiter de ce zone . '
bien, ' très bien hormis le habillage excepté un certain lenteur au démarrage ( le système mettre @card@ bon minute à être opérationnel alors que tout la|le connecter être indiquer OK  ) le application être très correct . critère de position GPS  fort restrictif : il falloir désormais un précision de 0m  pour que le positionnement GPS  soit OK  sans quoi un message apparaître régulièrement ( parfois juste 1sec  ) , parfois dérangeant ! interface vieillot ( son et graphique ) , je préférer le précédent mais je reconnaître que le interaction être plus rapide . par contre , tout fonctionner désormais parfaitement en ce qui concerner le connexion Bluetooth  avec le système média  de le voiture ( golf @card@ ; avant le alerte sonore être transmettre ou pas au baffle de le voiture selon le appli  en courz  de utilisation pour écouter le musique ->  maintenant plus de problème avec le appli  musique de Samsung  sur GS4  . le durée du bouchon , le indication précis de le nature et du positionnement du perturbation et bien entendre du radar en faire un appli  indispensable à qui voyager beaucoup en voiture ! bref , si le interface graphique et sonore être améliorer , je mettre @card@ étoile '
mauvais, ' incompatible avec un appli  GPS  ce être très inconfortable de utiliser iCoyote  avec un appli  GPS  sur le téléphone . avoir chaque alerte , iCoyote  se mettre en premier plan . lorsque vous être dans le bouchon , iCoyote  si affiche en permanence pour signaler un ralentissement , alors que vous être en train de chercher un autre route sur google  maps  . fonction manquant : - désactiver complètement le traffic  : un gps  se en servir au moins pour calculer le route , sur iCoyote  cela ne servir à rien - autoriser le alerte en arrière plan , sans forcer le application en premier plan - avoir du limitation de vitesse à jour dans le zone de radar ! - fermer plus facilement le application Pour  coyote , le discours être de mettre le gps  en arrière plan , afin de avoir le maximum de éclaireur , mais ce être le utilisateur qui être priver de gps  . le idéal être un tout en un comme waze  ( gps  , traffic  , zone à risque ) , mais coyote ne sembler pas vouloir proposer ce service . '
bien, ' incontournable ! ergonomie moyen tout de même ... le bouton ne être pas idéalement placer ... '
neutre, ' limitation de vitesse devenir gratuit , coyote à créditer mon compte de un moi|mois de abonnement en plus . je avoir préférer être rembourser . '
neutre, ' long au démarrage . depuis le dernier mise à jour , très long au démarrage . rester bloquer sur le écran vert avec le message préventif . sinon ce être parfait . '
bien, ' cool très bon application ! ! pour du personne qui faire beaucoup de déplacement comme moi , un bon moyen de garder ce être point : ) ! ! utilisateur depuis @card@ être toujours @card@ pts  '
mauvais, ' indescriptible ... limitation de vitesse toujours faux ! et le nombre de éclaireur être toujours et encore tronquer en mode portraire sur écran 1080p  . autrement dire , @card@ éclaireur en paysage , on tourner le téléphone et la ... plus que @card@ éclaireur ! bravo ! '
bien, ' presque parfaire depuis le dernier MAJ  le information être clair , le alerte audios  être parfaire . le communauté être au top ! et pour tout ce qui dire que Waze  être gratuit , oui effectivement , je la|le utiliser même pour le trafic au heure de pointe , mais ne oublier pas que lorsque ce être gratuit ce être vous le produit ; ) . de plus Coyote  être un entreprise français , à le heure où le on se plaindre que il ne y avoir trop de chômage , votre abonnement servir aussi à paye . '
bien, ' le meilleur avertisseur de radar ( et légal ) le must  en avertisseur de radar , que ce être sur autoroute ou sur route secondaire . très gros communauté . application agréable et fonctionnel . à posséder de urgence '
mauvais, ' epuis  le dernier maj  du22/9/14  le programme se planter de office avoir le ouverture arranger cela le plus vite possible '
bien, ' parfait je utiliser ce application depuis plus de @card@ an et en suivre|être totalement satisfaire ( sur Balckberry  puis sur mon galaxy  noter @card@ et @card@ ) ... le meilleur application de aide à le conduite avec le meilleur communauté ! '
mauvais, ' ne fonctionner plus depuis le dernier mise avoir jour , le application ne se ouvrer|ouvrir plus . le SAV  ne sembler pas savoir de où venir le problème . '
bien, ' problème gps  excellent application que je utiliser au quotidien et qui être très pratique . problème de gps  depuis le dernier mise à jour il perdre le gps  tout le 2min  et ce être très énervant . merci se me dire comment régler le problème . je avoir du installer et réinstaller et ce être toujours pareil . Samsung  S4  . un @card@ ème  étoile du que le problème être résoudre . édit toujours problème de gps  application inutilisable sauf si on essayer @card@ foi|fois ! ! ! ! pas de signal gps  merci de vite faire un correction du beug  Edit  : probleme  reglé  ! '
bien, ' fiabilité ! le seul communauté assez important pour etre  fiable hors agglomération . et jai  essayer tout le appli  du genre , le plus part du temps j  etais  seul sur le route . le Top  du avertisseur de tres  loin . '
bien, ' Icoyote  bien mais je attendre le version @card@ pour Android  qui devoir sortir ce @card@ novembre '
bien, ' le référence ! ce être juste le meilleur appli  et le plus grand communauté du genre . de où son efficacité ... '
bien, ' merci pour le V8  . ce V8  ne être pas tout à fait fini donc il y avoir de autre mise à jour '
neutre, ' très bien application très bien rentabiliser depuis le achat ... par contre depuis le dernier mise à jour le application me dire que son ne trouver pas le gps  : -(  alors que tout le autre application fonctionner très bien ... merci de régler cela au plus vite icoyote  . Samsung  galaxy  s3  4g  '
mauvais, ' nouveau version @card@ ne se installer pas . lorsque la|le on essayer de installer le nouveau version , ce être le ancien qui se installer ( @card@ ) ? ! ? '
mauvais, ' epuis  le mise à jour le application ne fonctionner plus . arrêt automatique de le application sans explication . il falloir absolument résoudre ce problène  . '
bien, ' parfait fonctionner parfaitement et le liaison bluethooth  sur le voiture ne poser aucun problème . '
bien, ' de plus en plus de trou dans le raquette ce être le référence mais il manquer desormais  certain " danger " fixe . le " danger " de feu rouge être mal implémentés  . le fiabilité du limite de vitesse dans le zone être aléatoire ( sauf devoir le " danger " , ouf ! ) . '
bien, ' indispensable ! ! ! le meilleur assistant de aide à le conduite que je avoir tester . simple et efficace . et celui qui dire que le concurrent gratuit être aussi pratique voire encore mieux , ne avoir jamais tester iCoyote  car ce être faux ! '
bien, ' très bon application application qui apporter plus que là simple détection du radar . '
neutre, ' faire son taf mais cher . je ne prendre pas le abo donc . car iCoyotte  revendiquer un communauté de @card@ million mais seulement @card@ % être abonner . le DG  lui même le dire . donc il être plus utile de prendre un gratuit comme CamSam  car être gratuit il pouvoir réellement revendiquer son @card@ million de utilisateur . ou encore Waze  . car quand tout le monde avoir tester le Coyotte  , il aller sur du gratuit . '
bien, ' Dav  super , tout le information en temps réel avec un grand précision , le éclaireur être plus que performant , mon sérénité au volant être de retour.  . seul petit bémol le alerte sonore ne prendre pas le dessus sur le musique ... '
bien, ' super ! ! le meilleur application du genre , déjà @card@ an que il me guider ! '
bien, ' embre  coyote depuis @card@ , RAS  fonctionner très bien et toujours12  point ... Pour  celui qui avoir du problème en Bluetooth  en voiture il y avoir un option " flux audio  " dans le paramètre , sélectionner " notification " et non pas " média  " et le son revenir ! fonctionner sur Bluetooth  Vw  . '
bien, ' super efficace très utile ... '
neutre, ' problème son et bluetooth  si vous avoir un kit bluetooth  dans le voiture le son passer dans le haut parleur seulement il ne être pas prioritaire au son de le music  ou gps  du coup aucun alerte ne être audible et je ne compter pas sacrifier mon sms  à lecture vocal ou mon appel main libre . à corriger et je me laisser sûrement tenter . '
mauvais, ' ne arrêter pas de bugger  ! le nouveau version planter avec le mention " pays non supporter " Qu\'  être ce que cela vouloir dire ? Qd  on tenter de dialoguer sur le chat du site il ne y avoir pas de réponse . bravo ! continuer ainsi et je filer à le concurrence . '
mauvais, ' plante à tout le coup depuis le dernier MAJ  ne fonctionner plus du tout il planter à le ouverture , je la|le avoir désinstaller  et réinstaller cela marche plus ! vous pouvoir faire quelque chose '
bien, ' Lg  g3  Tres  bon appli  . le service client par contre un peu lent ... '
bien, ' le co-pilote  idéal Commentaire:3ans  , @card@ kilomètre de utilisation et toujours @card@ pts  . merci coyote , merci à le communauté ! je ne avoir que un réclamation : supprimer nous ce rond qui prendre @card@ % de le visibilité en mode carter paysage pour afficher notre vitesse . le ancien affichage devoir convenir à beaucoup de entre nous . '
mauvais, ' trop de pub moche en bas de le application vous lancer le application et pouf : un pub en plein page ! puis , un bandeau de pub " annonce google  " apparaître en permanence pendant le recherche du vidéo . je préférer utiliser le version sur ipad  ou le pub être uniquement entre le vidéo . . . '
mauvais, ' Puuuuuuub  C être bien francais  ca  juste pour faire du fric , @card@ video  @card@ pub qui durer @card@ second avoir mourir dailymotion  '
neutre, ' alors ce que il être bien ce être de pouvoir choisir le qualité sinon cela rame bcp  trop selon notre débit , ce que youtube  à pensé à faire ! ! ! '
neutre, ' bien mais ... trop trop de pub dommage sinon cela avoir pouvoir être @card@ étoile '
mauvais, ' saturer de pub de le pub trop longue à chaque vidéo . trop , beaucoup trop . je désinstallerais  si je pouvoir ! '
neutre, ' C être Génial  fluide , mais le pub constant rendre l  application moins parfaire quel être ! '
