@relation play_store_comments
@attribute class {mauvais, neutre, bien}
@attribute text String
@data
mauvais, ': Recherche Commentaire : On ne peut pas rechercher ce que l\' on veut . L\' outil corrige automatiquement par un mot le rapprochant . '
bien, ': Vraiment bien Commentaire : Il y a quelques bugs mais en gros il est trop bien '
bien, ': ? Commentaire : Super pratique pour les achats comme pour les ventes . Presque plus besoin du pc , sauf pour les fonctions plus pointues . '
bien, ': Blanoli Commentaire : Application sympa et très utile pour la vendeuse que je suis . Dommage que je ne puisse pas retrouver toutes mes ventes comme sur le site pour les évaluations . '
bien, ': Très bien , mais ! ! ! Commentaire : Pas assez de suivi d objets '
bien, ': Pas mal ! Commentaire : Une application vraiment sympa '
bien, ': Top Commentaire : Top . J\' ai utilisé une fois pour au final l\' utiliser constamment . '
bien, ': Globalement bien Commentaire : Quelques rubriques non accessibles . '
bien, ': Claude Commentaire : Bonne appli pratique . '
neutre, ': Buona Commentaire : Un pó limitata rispetto alla versione on line su pc , comunque e utile per seguire su smartphone eventuali acquisti o vendite '
neutre, ': Application à éviter Commentaire : L\' application s\' améliore au fil du temps . '
bien, ': Super Commentaire : Mieux que l\' original sur le net '
bien, ': Meilleure présentation ... Commentaire : Finalement on s\' habitue aux recherches . Pas évident au départ surtout pour les recherches a l\' étranger . Il faudrait pouvoir sauvegarder les préférences de recherches . '
bien, ': Ebay Commentaire : Simplement superbe . Toujours mieux . '
bien, ': Excellent Commentaire : Excellent super applications j adore '
bien, ': Excellent Commentaire : Very good app ! '
bien, ': Trop bien Commentaire : Rien à dire ^^ '
bien, ': S4 Commentaire : Meilleur que sur l\' ordinateur '
bien, ': Commentaire : L\' Indispensable est ebay '
bien, ': Commentaire : Ebay=good ! '
mauvais, ': Derniere MAJ Problème Commentaire : Depuis la dernière MAJ , on ne peut plus afficher la date de l\' achat dans Mon Ebay ... Dommage ... '
bien, ': Commentaire : App très pratique ! '
bien, ': Commentaire : Ces supet '
bien, ': Commentaire : Très bien '
bien, ': Commentaire : Bien '
bien, ': Commentaire : Bien '
bien, ': Commentaire : Excellent '
bien, ': Commentaire : Super appli '
bien, ': Commentaire : Parfaite '
neutre, ': Pas mal mais ... Commentaire : Les miniatures d\' images sont en basse résolution ainsi que le logo de l\' application Android , ce qui fait que sur un écran HD ça pixelise . '
mauvais, ': ENCORE BEAUCOUP DE TRAVAIL Commentaire : Beaucoup de réglages et options manquantes il faut arrêter de chercher à mieux faire car cette application ce dégrade à chaque MAJ . Vivement la nouvelle version en espérant des améliorations . BON COURAGE ET IL EN FAUDRA BEAUCOUP POUR AMÉLIORER ÇA '
neutre, ': Commentaire : Peu mieux faire surtout depuis la dernière mise à jour , plus de date d\' achat , ni de possibilité de partager un objet vu par mail ou sms . '
neutre, ': Miniatures à revoir . Commentaire : Les miniatures sont en basses résolution , c\' est très dommage . Le passage sur le site est nécessaire pour avoir une résolution convenable . L\' ajout d\' un bouton résolution me conviendrait . Merci '
mauvais, ': Bof Commentaire : L\' application fonctionnait très bien avec mon s3 , changement pour un xperia et la plus possible de voir un objet en particulier . En cliquant dessus , ça m\' affiche " Ebay s\' est malheureusement arrêté " . '
bien, ': Super Commentaire : Cest tellement plus facile maintenant avec l\' application d\' acheter des choses qu\' ont ne peux pas trouver ici '
neutre, ': Commentaire : Depuis la derniere maj , on ne retrouve plus la date d achat de l objet . Il faut aller sur ebay site principal pour la retrouver ... '
bien, ': Bien mais Commentaire : Il faudrait vraiment augmenter la capacité des articles qu\' on suit ! 150 ou 200 c\' est pas assez ! '
bien, ': Ca tres bien Commentaire : Depuis la nouvelle mise a jour va tres bien mais on pert quelque info mais sinon super '
bien, ': Commentaire : Ben c\' est un vrai plaisir à utiliser ... le zoom adaptatif qui refait la police est tres pratique ... le chanfement de page en un clic rend la lecture plus facile ... definitivement mieux pour lire le soir couché sur un lit sans se fatguer les bras '
bien, ': Beowulf en français Commentaire : Sympa juste un petit souci j\' ai voulu lire beowulf mais il est en anglais . Possible de l\' avoir en français ? '
mauvais, ': Programme de merde Commentaire : Je l\' ai acheté pour lire le bouquin de Busch sur le nikon D4 . Je cherchais des informations techniques . Rien dans ce programme ne me permet de trouver des infos rapides dans le livre . Il est linéaire et impossible de retourner à une table des matière . De la grosse merde quoi , mais le livre est bien protégé . '
bien, ': Super Commentaire : Je peux enfin télécharger des livres que je n arrivait pas a lire sur ma playlivre???? ??? '
bien, ': Trop cool Commentaire : Sur cet application tu peux sur ligner tous se que tu à an vie et aussi lire les histoire . '
bien, ': Bonne application Commentaire : Application correcte pour lire des livrels . Un seul petit problème : le changement de la lecture horizontale à la verticale qui provoque un changement de page . '
bien, ': Nice Commentaire : I like this very useful app , even though its 10 % slow '
bien, ': Aucun Commentaire : Je n arrive pas a accéder au site en francais '
bien, ': Pratique . Commentaire : bah moi jtrouve que cest assez utile , facile a utiliser , et permet d\' acceder à des bouquins plus facilement et en un rien de temps '
bien, ': Commentaire : C\' est très beau tu dois l\' installer '
bien, ': Cool Commentaire : Super juste un peu chiant pour défiler les pages '
bien, ': Commentaire : " J\' adore " i really like it \' s helpful so think you . et bonne continuation vous faites vraiment du bon boulot '
bien, ': Commentaire : Le livre jaune no 1 '
bien, ': Top Commentaire : Je relis '
bien, ': Commentaire : Its the best '
bien, ': Commentaire : Excellent '
bien, ': Commentaire : Excellent '
bien, ': Commentaire : Fonctionne très bien et belle présentation '
bien, ': Commentaire : j\' adore cette applis ont peu tout faire et ce que j\' aime le soir c\' est de pouvoir inter changer le texte et fond en un seul clic du blanc au noir . le choix de la grosseur du texte , le marque page etc ... merci vraiment agréable '
bien, ': Super Commentaire : Cette aplication est vraiment super je la conseille a tous ceux qui aiment les livres ! : ) '
bien, ': Bonne applicaction Commentaire : Il manquerait un système de dossier pour ranger des fiches dedans comme le ibook d appel merci pour les explications fourni très bonne application '
bien, ': Super Commentaire : Pratique , estétique , fluide manque juste la possibilité d\' organiser les livres manuellement '
bien, ': App of high quality Commentaire : Very useful and easy to use . Thank you but it must still free hhh '
mauvais, ': Bof Commentaire : Interface en anglais ... . Et jarrive pas à changer taille du texte ... Je déconseille . '
mauvais, ': Dommage Commentaire : Le téléchargement bloque a 95 % sur ma tablette : ( '
mauvais, ': Bugs Commentaire : Parfois lorsque je change de page un peu vite je repart à la page 1 ... super pratique ça simule un livre qui tombe quel réalisme pour un ebook ... . '
mauvais, ': Commentaire : L\' appli est en anglais et je n\' arrive pas à la mettre en français ... '
bien, ': parfait Commentaire : rien a redire . une appli parfaite ! '
bien, ': Commentaire : Cool '
bien, ': Commentaire : Cool '
bien, ': Commentaire : Très bonne appli . Juste un petit soucis sur un de mes livres . Quand je veut reprendre ma lecture je reviens toujours 4 pages avant . Enfin ce n\' est pas trop gênant maintenant que j\' ai compris le truc . '
mauvais, ': Beug Commentaire : Ne fonctionne pas sur galaxy S4 '
bien, ': Pratique Commentaire : Tres bonne apli '
mauvais, ': Asus Book trio Commentaire : Bonjour , Bonne application pour lire les epub et quelques options intéressantes mais : - Pas de lecture en mode portrait - 1 seul type de surbrillance ( Couleur bleu uniquement , pas de soulignage - 1 seule bibliothèque . Une par thématique ou répertoire aurait été un plus - Défilement manuel tactile délicat - Pas facile de faire apparaitre le menu - et quelques pages blanches NB : comparez à l\' application pour ipad ... Allez , Courage ! '
neutre, ': Dommage Commentaire : Le livre Mein Kampf ni est pas . . Mais pas mal sinon '
bien, ': Ebook reader sur mon Samsung S5 Commentaire : Il me permet de lire le livre que j\' ai commencé sur ma tablette et de continuer ensuite sur ma tablette , ainsi de suite '
neutre, ': Commentaire : On va essayer de trouver un bon courage '
bien, ': Super Commentaire : Très bon reader . '
bien, ': J\' adore . ... Commentaire : S note 3 . Cela m\' oblige to read English , beaucoup de choix et pas cher . '
bien, ': Commentaire : Parfait '
mauvais, ': Samsung galaxy Y Commentaire : Je ne vous le conseille pas au lieu de mettre des emojis ca me mets des rectangle . Si jaurais pu mettre aucune etoiles je laurais fait '
mauvais, ': Commentaire : e ne peut pas m en servir c est nul je désinstalle '
bien, ': Commentaire : en a qui disent que ça marche pas mais c est parfais ! '
bien, ': Parfait . Commentaire : Rien à dire c\' est de la grosse turie ! ** '
bien, '
bien, ': Good App ! Commentaire : Emoji Smart Android are really nice ! Good job ! : ) '
mauvais, ': Je n\' arrive pas a le mettre Commentaire : Aidez moi '
bien, ': Commentaire : ool ! '
bien, ': rabii Commentaire : the best app Keyboard in the world '
bien, ': Super Commentaire : Tres pratique ??? '
neutre, ': Bof Commentaire : Je galère a le mètre en route ses chian '
mauvais, ': Galaxy trend lite Commentaire : Quelqu\'un peut me conseiller une appli de ce genre mais que les emoticones soient en COULEUR '
mauvais, ': Decu Commentaire : Voila ce que sa met ?????? ! ! '
mauvais, ': Commentaire : ai pas compris quand on met des smileys sa ns affiches des ?c trop bizzare meme si les smileys sont beau je prefere mn clavier samsung mais quand on vq sur ptions il nous disent dsl l application ne rep plus '
bien, ': Commentaire : \' est sans danger tkt ? '
mauvais, ': Commentaire : a marche pas ! Nul '
bien, ': Trop Commentaire : Conseillé ! Franchement '
mauvais, ': Commentaire : e fonctionne pas ... '
mauvais, ': Commentaire : \' ai détesté m\' en servir '
mauvais, ': Commentaire : e fonctionne pas du tout '
mauvais, ': Reponce urgence Commentaire : Nn '
bien, ': Jsp Commentaire : Dsl je ne sait pas pourquoi '
neutre, ': URGENCES ! ! ! Commentaire : Est se que cette application est sécurisé ? ! Réponder a mon message s\' il vous plait ? ! '
mauvais, ': Commentaire : est une metde '
mauvais, ': Commentaire : ul '
mauvais, ': Commentaire : ul '
neutre, ': Commentaire : of '
neutre, ': Commentaire : pi '
bien, ': j\' aime Commentaire : J\' aidore mais on ne peut pas mettre sur le clavier francais ou autres . Cela ne m\' empêche tout de même pas de changer de clavier . '
mauvais, ': . Commentaire : Je suis deçu avec mon telephone je vois juste des petits carrés blancs a la place des emoticones ... tres deçu ... J\' ais un samsung galaxy trend . '
neutre, ': Bien mais ... Commentaire : Les Smileys et symboles sont variés mais cette app ne marche pas sur le LG E-400 . Par contre , elle marche sur la Samsung galaxy tab 3 : ) '
bien, ': Commentaire : rès bien mais c\' est dommage qu\' il ne y a pas les couleurs quant on envoie ?????????????????? '
mauvais, ': je rejoint coline baes sa m marche pas Commentaire : Sa vous seulement si vou voulez mettre des jeu ou pas c de laMERDE ! ! ! ! ! '
mauvais, ': Nul Commentaire : Em faite tous marche nickel mais des que vous envoyer un sms les smileys se transforme en point dinterogation '
mauvais, ': Commentaire : e marche pas nul '
mauvais, ': Sa me soule Commentaire : J ai tout les smiley sur mon clavier mais kan je klike dessus sa mais pas un smiley sa mais sa ??????des . Truc du genre '
bien, ': Commentaire : \' est une tres bonne application meme si ils ne sont pas en couleur et qu\' il ne soit pas possible de mettre d\' accent ! '
mauvais, ': Nul Commentaire : Je peu envoyé des smyley mes sa me mes sa ?? est ce que quelqu un peu m aider '
mauvais, ': Sa marche pas Commentaire : Je n\' arrive pas a m\' en servir ! ! '
mauvais, ': Très dessus ! ! : ( Commentaire : Alors sa ne marche pas franchement je ne le vous conseille pas du tout ! ! : ( : ( et franchement c tres desseuvent ! ! : ( '
bien, ': Commentaire : Super ! ! ! Beaucoup de choix pour une application comme celle ci ! Les filtre sont bien , et la fonction qui permet d\' ajouter du texte est simplement super ! Bravo au développeur ! '
bien, ': Exceptionnel Commentaire : Il y a tellement de choix que je ne sais pas quoi mettre bien sur il ya des choses payantes mais sans c est tres bien et je ne les aies pas acheté et pourtant j ai peur de ne pas pouvoir tout essayer donc oui pour les 5 étoiles et pour la recommandation de cette application ! ! ! ! ? '
mauvais, ': Bof Commentaire : Pas assez de choix emicone ou cadre trop de choses payante '
bien, ': Parfait ! Commentaire : Une application juste parfaite ! Jai chercher longtemps des application retpuche photo et celle ci est la meilleur ! Bcp de fonctionnalité innexistante sur les autres applications , enormement d\' effets , cadre , stickers , police d\' écriture plus belles les unes que les autres ... Franchement je n\' utilise plus que cette application ! Je vous la recommande a 3000 % ! '
neutre, ': Bonne application Commentaire : Pas mal , mais vraiment très simple , les options de collages et modification sont très limitées '
bien, ': Photos Commentaire : Pas mal pour . Retouche des photos '
bien, ': Commentaire : L\' appli est vraiment très bien , j\' adore . '
bien, ': Georgous ! Commentaire : Un vrai appli gratuite ! On peut s\' en servir '
bien, ': Commentaire : J\' aime bien elle n\' est pas mal ; ) '
bien, ': Commentaire : Jusqua maintenant cette appli est la meilleure que jai testé ! ! '
bien, ': Super Commentaire : Super pour faire des retouches photos ! ! '
bien, ': Merveilleux Commentaire : Super application pour modifier les critères de photos en plus ? de ça en peu assemblée plusieurs photos dans une seule sans perdre la qualité des photos ???????????? '
bien, ': PARFAIT ! Commentaire : Vraiment bien ! '
bien, ': Super Commentaire : Pour les amateurs et pro de la photo . '
bien, ': Commentaire : C trop cool cette appli '
bien, ': Simple Commentaire : Ludique et pratique '
bien, ': Cool Commentaire : Super application : ) '
bien, ': Commentaire : Simple et ludique '
bien, ': Eden Commentaire : Très bonne application ... '
bien, ': Au top Commentaire : Super appli ! '
bien, ': Commentaire : Trop bien cette appli ; ) '
bien, ': Commentaire : Parfait '
bien, ': J\' adore Commentaire : C\' est une appli simple d\' utilisation et très fonctionnelle , elle offre plusieurs personnalisation mes photos non plus de secret pour moi un conseil essayer là pour mieux comprendre de quoi je cause . '
bien, ': Commentaire : J\' adore bricoler avec ! ! '
bien, ': Commentaire : Elle est parfaite '
bien, ': Commentaire : Trop TOP BRAVO '
bien, ': Wow Commentaire : Plus que bien '
bien, ': Commentaire : tres c oool '
bien, ': Commentaire : JADORE ! ! ! ! ! ! ?? '
bien, ': Commentaire : Magnifique application '
bien, ': Commentaire : Superbe application '
bien, ': Commentaire : Très bien '
bien, ': Commentaire : Jai aimer '
bien, ': J\' adore Commentaire : On peut bien modifier les photo que ce soit les effets , la forme. . Il n\' y a pas de beug bref j\' adore '
bien, ': Commentaire : Enregistrement long '
bien, ': Parfait ? Commentaire : Cette appli est parfaite pour les amateurs de photos . J vous la conseille vivement ! ! ! !? '
neutre, ': Commentaire : Beaucoup d\' effets ect ... Je la recommande elle est super ! ! ! '
bien, ': Commentaire : Cette application est vraiment génial , il y a tout ce que je recherchais ? '
bien, ': Vraiment pas mal Commentaire : Un grand choix de filtres '
bien, ': La meilleure ! Commentaire : Je l\' utilise régulièrement . De super effets , bcp de possibilités . Cette appli est géniale ! ! ! Pas de bug , pas de lenteur . Parfaite quoi ... '
bien, ': Merci pr la mise a jour Commentaire : Beaucoup mieux depuis la MAJ ! Fini le " oups la connexion semble interrompue " dès quon rentre une adresse . Je suis super contente ! '
neutre, ': Un peu mieux mais pas assez . Commentaire : Pouvez vous reunir les horaires des deux directions sur la meme page lors d\' une consultation d\' horaires via siel , plutot que d\' appuyer sur cette flèche . Aussi de permettre de changer une station sans revenir sur la page précédente . Un bouton actualiser sur la page principale pour les fiches horaires . Merci '
bien, ': Nouvelle interface améliorée Commentaire : La nouvelle interface m\' a un peu déstabilisé au départ mais elle est très fonctionnelle . D\' un coup d\' œil je vois les horaires de mes lignes favorites . Bravo ! '
mauvais, ': Vraiment nul Commentaire : Je n\' ai jamais les bonnes horaires . Je suis arrivé beaucoup de fois en retard à cause de cette application . Vraiment pas pratique . L\' application est super mais il n\' y a pas les bonnes horaires . '
bien, ': Pas mal la dernière mise a jour Commentaire : Merci pour cette mise à jour par contre est il possible d\' ajouter un bouton rafraîchir sur la page d\' accueil ? '
bien, ': Au revoir bugs Commentaire : Enfin la RATP s\' est décidée à corriger les bugs . La nouvelle page d\' accueil est très sympa '
bien, ': Amélioration indéniable Commentaire : Demarrage plus rapide . Manque la sauvegarde de la feuille de route entre deux appels de l\' application pour pouvoir la consulter rapidement dans le métro . '
bien, ': Un widget ! Commentaire : Très belle mise à jour , la prochaine étape sera de faire un widget avec le trafic en temps réel . Ainsi on aurait la possibilité de vérifier l\' heure du prochain metro , rer , tramway , bus sans même avoir à ouvrir l\' application ! Pas très difficile à coder mais TRÈS utile . '
mauvais, ': Trop de bugs Commentaire : Beaucoup trop de bugs lorsque je cherche une station et voir les temps d\' arrivée des bus . Il est possible de mettre une station en favori mais impossible d\' avoir un raccourci ou pouvoir y accéder rapidement ensuite . Je dois souvent t fermer l\' application pour la relancer. . Vraiment pas optimal . La version sur ios semblait plus soignée ... Dans l\' attente de mieux ! : ) '
mauvais, ': Commentaire : pplication minable , peu fonctionelle , peu à jour , quant aux horaires et AUX ITINERAIRES . RATP porte bien sa satyre de " Rentre Avec Tes Pieds " puisquelle vient de me conduire à 30 minutes à pieds de chez moi sans aucun bus régulier . Merci bien franchement . '
bien, ': Vraiment très bien fait Commentaire : Rien à dire c\' est parfait les horaires sont correctes et tout est bien organisé dans l\' appli '
mauvais, ': Pfffff Commentaire : J\' en peux plus de cette appli ! A chaque fois que je rentre une adresse j\' ai l\' erreur " oops ! La connexion internet semble interrompue " . Le défaut est toujours présent à chaque mise a jour . '
neutre, ': Peu mieux faire Commentaire : Bonne application , fiable et stable . Mais cela fait plus d\' un mois qu\' il m\' est impossible d\' avoir des informations sur les horaires de passage du bus 275 à l\' arrêt Paix-Verdun , et cela dans les deux directions , l\' application indique " info indispo " alors que ça fonctionne pour tout les autres arrêt de la ligne . '
neutre, ': Trop de bug pour les recherches Commentaire : Cette application a du potentiel mais elle reste en sous exploitation à cause des bugs à répétition . '
bien, ': ENFIN LA MAJ Commentaire : Je ne l\' esperais plus et dieu que c\' est mieux ainsi . GG '
bien, ': Super Commentaire : Une dernière mise à jour qui montre que les devs sont à notre écoute , reste néanmoins des améliorations à apporter rien qu\' au niveau du look . '
neutre, ': Pas d\' affichage horizontale des lignes Commentaire : Comprends pas pourquoi ratp a supprimé cette miniscule petite fonctionnalité pourtant énorme en termes de confort . Du coup la nouvelle version perd beaucoup en praticité . '
neutre, ': Mais qu\' est ce qu\' il se passe ? Commentaire : L\' appli ne reste pas en mémoire et elle a fait rebooter mon SM-N900 ! ? '
bien, ': Enfin des nouvelles fonctionnalités sympas ! Commentaire : Enfin des nouvelles fonctionnalités sympas ! Encore un petit effort d\' ergonomie sur la page d\' accueil et c\' est bon ! '
bien, ': Et bien voilà ! Commentaire : D\'abord forcé de constater l\' obligation de passer de l\' ancienne appli ( toute moche ) à la nouvelle qui n\' offrait rien de nouveau fonctionnellement . Je trouvais juste dommage de rechercher une itinéraire qu\' à partir du lieu où l\' on se trouve . Depuis cette mise à jour m\' épate ! Cependant pourquoi ne reste -t-elle plus en mémoire ( arrière plan ) ? '
bien, ': Top depuis la maj Commentaire : Top d\' avoir enfin remis la notion d\' itinéraire dès la page d\' accueil ! '
bien, ': Au top Commentaire : Super ! ! la dernière mise à jour . A l\' écouter des gens . Les mises à jour frôle la perfection . '
mauvais, ': Application très utile mais pb de maj . Commentaire : Les Maj rendent l\' application inutilisable ( crash avant l\' ouverture ) . Comment revenir aux versions précédentes ? '
bien, ': Tres bonne appli Commentaire : Avec la dernière mis à jour , trouver les horaires d\' un bus c\' est rapide '
neutre, ': Mise à jour Commentaire : Bonne mise à jour , plus de fluidité . Mais l\' application ne reste pas en mémoire , donc pb si je sors de application , je dois retrouver la ligne , le bus où j\' étais avant . Globalement une amélioration bien venue , j\' espère que le reste sera réglé rapidement . '
neutre, ': Mieux en terme de fonctionnalités Commentaire : N\' apparait pas dans le multitâche , doit être relancé à chaque fois qu\' on change de programme ... '
mauvais, ': Edit : RAS LE BOL ! Depuis les mise à jours Commentaire : Un bug qui remplace un autre bug ! Impossible d\' entrer une adresse = " Oops connexion semble interrompue " ! Google Plus " est obligatoire et bouffe la mémoire ! Et mes horaires de bus à l\' arrêt dont j\' ai besoin ne fonctionne pas ( ex : mairie de Saint-Ouen = point d\' exclamation rouge constant a chaque fois " informations non disponible " ) Obliger d\' utiliser d\' autre applications pour compléter vos " lacunes " donc ça me bouffe encore de la mémoire ! '
mauvais, ': Application lente et non fiable Commentaire : Pour le problème de fiabilité , c\' est certainement plus lié à la RATP qui " omet " des informations ce qui masque la médiocrité des services de transports , et réduits les pénalités contractuelles . '
bien, ': Mieux Commentaire : Y \' à du mieux , merci pour ces améliorations et celles à venir . '
mauvais, ': Commentaire : k faire des mises a jours quand tous marche niquel surtout pour en faire une qui plante tout le temps . ... encore une mise à jour sans avoir corriger le bug de connexion ! ! ! ! ! '
bien, ': Gestion du multitache ? ! Commentaire : L\' application se réinitialise à chaque lancement au lieu de revenir sur la dernière page visualisée ( itinéraire ou plan ... ) Sinon il n\' y a pas mieux . '
neutre, ': Pratique mais ... Commentaire : Améliorations après la dernière mise à jour . Malheureusement , reste quelques imprécisions de trajets ( le tramway est souvent oublié ) , ainsi que les tarifs et les zones . '
mauvais, ': Bug multi tâches Commentaire : L\' application se ferme à l\' appui sur le multi tâche ... '
neutre, ': En progrès Commentaire : Des améliorations notables ont été faites . Si on pouvait imprimer un trajet pour le suivre en cours de route sans qu\' il ne change ce serait bien . Mais j\' ai peut être loupé une astuce . '
bien, ': Alleluia Commentaire : Enfin une MAJ digne de ce nom ! ! ! '
neutre, ': Réduc ? Shopping ? WTF ? Commentaire : Vous êtes gentils avec vos réductions et votre rubrique shopping . J\' utilise l\' appli pour me déplacer , pas pour manger des frites et m\' acheter des porte-clés '
mauvais, ': Bien mais les itinéraires ne fonctionnent pas Commentaire : La refonte a l\' air top mais les itinéraires ne marchent pas , il me dit que la connexion est impossible et que je dois être déconnectée alors que ce n\' est pas le cas : ( '
bien, ': Demande de nouveautés Commentaire : Est -ce que c\' est possible de mettre des push SMS en cas si le métro est retardé , supprimer , le l\' État du trafic , ect ? '
mauvais, ': Bug dernière version Commentaire : Gros problème depuis la dernière MAJ : l\' appli ne passe jamais dans le multi-task , on perd donc toute recherche en cours dés que l\' on passe sur une autre app pour X raisons . C\' est vraiment problématique ! Peut être un problème de mauvais flag dans les activity ... Sinon la nouvelle version est bien mieux mise a part le bouton menu avec le mot menu . On est pas bêtes quand même , toutes les app l\' ont ce bouton , pas besoin de précisée " menu " dessus ... '
mauvais, ': Peut mieux faire Commentaire : J\' ai fait du forcing pour ne pas installer la nouvelle application RATP jusqu\' à ce que ce ne soit plus possible , et qu\' il me mette tout le temps " une erreur est survenue " . Du coup , nouvelle application toute jolie super , mais si elle pouvait être fonctionnelle ce serait mieux . Exemple : je n\' ai pas l\' arrêt de bus Glacière - A. Blanqui pour le 21 . Et on ne peut plus disposer des plans de sortie de métro ? ? ? c\' était pour moi une des fonctionnalités les plus importante pour mieux se déplacer dans les souterrain du métro . Du coup , 2 étoiles pour l\' interface , mais franchement , revoyez votre cahier des charges des spécifications ... Si j\' avais une demande : rajoutez les plans de sortie de métro ! ! PS : je n\' ai pas encore essayé de chercher un itinéraire . Il manque aussi l\' état du trafic pour les bus . '
bien, ': Commentaire : es défauts de facebook n\' existent plus depuis hier le 15 novembre , car j\' ai fait remettre le programme d\' origine ( logiciel Samsung ) comme quand je l\' ai achetée en mars 2014 . Différentes mises à jour de Samsung avait tout détérioré ... fonctionnement impeccable depuis hier ... / tablette samsung galaxy tab 3 Les applications play store fonctionnent correctement dont facebook et messenger '
mauvais, ': De plus en plus nul Commentaire : Je ne peux même plus installer Facebook depuis une récente mise à jour sur mon Xperia E1 '
mauvais, ': Rien ne vas sur galaxy s4 Commentaire : impossible d ouvrire quoi que se sois sur galaxy s4 et sur tablette samsung '
bien, ': La base ! Commentaire:4 étoiles car les notifications c\' est pas encore trop ça , et pas moyen de modifier ou supprimer ses commentaires avec cette application ; ) '
mauvais, ': Mise à jour inutile et incompétente Commentaire : Ça fait 3 semaines que sur ma tablette samsung galaxy ça bug à mort ? ... alors que sur mon smartphone ça marche car pas de mise à jour '
bien, ': Du mieux Commentaire : Mais faut pas être pressé sur l\' ouverture de l\' appli après la mise à jour ... '
bien, ': BMerci d avoire m aidais Commentaire : La connection est lent je veut sa axelaire '
bien, ': Commentaire : our un début pas mal espérons que ça ne bug pas au bout de un moment comme tant d\' autres autres '
mauvais, ': Ras le bol Commentaire : Bug tous le temps hier je n\' arrivais plus à me connecter et après mise à jour l\' actualité ne se met pas à jour ça me gonfle faite quelque chose '
bien, ': Commentaire : hé pas pour vous mais moi avec les nouvelles mises à jour sa fonctionne très bien '
mauvais, ': Commentaire : ise à jour toujours inutile car très lent beug avec le wifi c était mieux bien avant mais ça c est c était avant '
mauvais, ': Samsung galaxy note 10 et S3 Commentaire : Ca fait plus d\' 1 mois que ca marche plus via le wifi sur ma tablette et mon telephone ... par le reseau 3g ca fonctionne ... une mise a jour tant attendue mais qui ne resout toujours pas le probleme ... du coup mes jeux et appli qui demandent une connexion facebook ne fonctionnent plus aussi ... virez ces incompetents d informaticiens ... du coup j\' utilise l\' appli " rapid facebook " mais ca resout pas le pb des jeux . '
neutre, ': Commentaire : ais la connexion est longue et ca beuh souvent '
mauvais, ': Commentaire : a fait même pas un mois je suis avec facbook la maintenant je peux rien faite avec mon mot de passe je la reintialiser combien de fois sa ne marche pas '
mauvais, ': problème de connection avec les serveurs qu \' avec le téléphone Commentaire : problème de connection avec les serveurs qu \' avec le téléphone . Avec le PC ça fonctionne . '
mauvais, ': Horreur Commentaire : Depuis le 21.11 impossible de me connecter à l\' application sur s4 mini . Application vierge sur ipad et iphone . Attends vite une solution . '
mauvais, ': Commentaire : \' application ne veut soit pas s\' ouvrir ou soit quand je suis dessus elle s\' éteint '
bien, ': Super mais Commentaire : trop de mise a jour ... Sinon fonctionne bien '
neutre, ': Cool mais ... Commentaire : Bon appli mais beaucoup de bugs de plus en plus et prend trop de place/mémoire : ( '
mauvais, ': Pas top Commentaire : Lent et bug souvent '
mauvais, ': Commentaire : ouffe la batterie même quand on ne l utilise pas '
mauvais, ': Peu mieux faire Commentaire : Mais deja pas mal '
mauvais, ': Connection impossible Commentaire : Impossible de se connecter sur ma galaxy tab 3 ! Régler se problème au plus vite ! Ne mérite pas plus d\' une étoile pour le moment ! ! '
mauvais, ': Commentaire : mpossible de telecharger Facebook depuis la nouvelle mise à jour de Sony experia E1 '
mauvais, ': vie privée c\' est tjrs pas ca Commentaire : Application qui demande bcp trop de permissions . Quid de la version tablette ? '
mauvais, ': J\' aime pas le messenger externe . Commentaire : Prend trop de jus sur la pile . '
mauvais, ': Honteux Commentaire : Nul nul nul ça ne fonctionne plus avec toutes vos mises a jour sauf via 4g . si je veux aller sur FB je dois payer alors que j\' ai tout le loisir d\' utiliser wifi chez moi c\' est n \' importe quoi . Ça fait des semaines que ça dure . Faites qqchose svp ! ! '
neutre, ': TT fonctionne Commentaire : Tout fonctionne sur mon huawei p6 , nickel . '
neutre, ': Ça doit pas passe Commentaire : Une MÀJ est attendu '
mauvais, ': Commentaire : ourquoi il obligée de téléchargement application messenger pour chat '
mauvais, ': Commentaire : epuis la mise a jour sur nexus 7 d Android facebook déconne a mort alors vite réparé les bugs svp '
mauvais, ': Commentaire : mpossible d\' ouvrir facebook sur s4 depuis le mise a jour '
neutre, ': De la merde Commentaire : Tout simplement ... '
mauvais, ': Notification Commentaire : Est ce qu un jour il serait possible que la désactivation des notifications des applications fonctionne ... Plus d un an que j\' essaie ... Est ce si compliqué messieurs mesdames les développeurs . Sinon il existe des formations . '
neutre, ': Samsung galaxy trend Commentaire : Faible , lente. . avec la nouvelle mise a jour , on dirait que ce se soit un peu arrangé. . Mais ça reste très superficiel niveau fluidité . FACEBOOK ; VOUS POUVEZ FAIRE MIEUX ! '
neutre, ': Commentaire : roblème sérieux avec le chargement des commentaires qui beugent ou se dupliquent ! Il faut reessayer plusieurs fois avant que ça ne marche '
mauvais, ': Merci pour la mise a jour enfin efficace ... Commentaire : Beug complet sur tab samsung . mise a jour inutile , plante au bout de quelques seconde sur réseau sociaux ... etc '
