@relation play_store_comments
@attribute ps_class {mauvais, neutre, bien}
@attribute text String
@data
mauvais, ': lose progression : I to in I , à , if I , to an for exemple , start lose . '
bien, ': bon : vraiment , du important rapidement , le exercice être sympa , seul : le être loin de ... il me avoir compter @card@ kilomètre sur un de ... '
bien, ': au top : manquer juste un rappel de temps en temps pour ne pas louper son entraînement . '
bien, ': commentaire : je préférer celui mais il ne et plus pourquoi ? '
bien, ': top ! commentaire : pas facile au début , mais essayer|essayer ce être la|le adopter ! '
bien, ': super ! commentaire : bon . fonctionner plutôt bien . un bon amélioration être de pouvoir programmer un série de exercice , plutôt que de le faire manuellement . le venir avec ce genre de fonctionnalité . '
bien, ': commentaire : bien mais pas moyen de ouvrir le ! ! '
bien, ': commentaire : la|le essayer|essayer ce être la|le adopter ! '
bien, ': commentaire : le petit fleur y aller avec son petit doigt , ce être beau . '
bien, ': : il y avoir rien avoir dire le jour je faire du piano le note être inventer un superbe avoir ce piano '
bien, ': bon jeu : ce ce ci être pas ci que cela quand on être fille ou fil|fils unique cela nous faire passer le temps '
bien, ': mai bien : son son son bien et comme testeur le tonalité être admirable et réaliste '
bien, ': commentaire : application avoir son place parmi le meilleur vrai outil de distraction . bravo à vous . '
bien, ': commentaire : conseil de le ce me avoir apprendre comment faire du piano ! le que je avoir voir '
bien, ': commentaire : ce être super cool . cela permettre de passer du bon temps . '
bien, ': je aimer bien : cool quand on avoir pas le place de avoir un vrai piano chez soi '
bien, ': : grâce à ce application \' apprendre à faire du piano . '
bien, ': je suivre|être pas mais cela me éclater ! commentaire : mais , cela donner envie de le devenir . '
bien, ': commentaire : '
mauvais, ': le piano : adorer ce me permettre apprendre avoir jouer du piano '
bien, ': commentaire : cool '
bien, ': commentaire : ce jeu être superbe ! ! ! à '
bien, ': : '
bien, ': sérieux ! commentaire : trop cool '
bien, ': cool : mais je aller pouvoir être avoir un vrai piano en petit clavier '
bien, ': cool : je adorer '
bien, ': commentaire : I lover '
bien, ': cool : au lieu de avoir un vrai piano ... . . merci le technologie ! '
bien, ': commentaire : je suivre|être un jeune fille de @card@ qui . aimer le sport '
bien, ': : '
bien, ': super commentaire : aucun dans le piano '
bien, ': pas mal : @card@ '
bien, ': : cool bah beau '
bien, ': commentaire : très bien cordialement '
bien, ': commentaire : net '
bien, ': commentaire : '
bien, ': commentaire : trop bien '
bien, ': commentaire : musique '
bien, ': commentaire : ! ! ! ! ! ! '
bien, ': commentaire : '
bien, ': C bien mais ... : C bien mais toujours facile avoir manier mais avoir par bien ! '
neutre, ': problème tactile : bon application mais elle avoir tendance à quand on presser plusieurs touche simultanément . à revoir ... '
neutre, ': pas mal : le être pas mal , mais je aimer bien que il y être du cour|cours pour apprendre à jouer . '
bien, ': excellent ! commentaire : mériter @card@ '
bien, ': commentaire : génial '
neutre, ': : piano '
bien, ': commentaire : '
bien, ': commentaire : super '
mauvais, ': ne fonctionner plus : du jour au lendemain , ce ne entendre plus rien , donc ne détecter plus rien . et réinstallation , rien y faire . et ce alors que ou fonctionner bien . à corriger de urgence . '
bien, ': bien sur mon , , , noter @card@ ... : bien , tourner bien sur mon téléphone , seul ce être que tout être en anglais sinon je aimer bien . PS : désoler le de frappe je aimer pas écrire sur mon mac portable . cordialement Clément Durand . '
bien, ': : je venir de découvrir ce application en natif mon @card@ bien plus réactif que et se placer directement sur le bureau que du bon '
bien, ': alternatif avoir : ce être pas très beau mais ce être et efficace , je recommander par contre le lien vers cela être cool '
neutre, ': bof : utile pour le titre connu , mais le avoir du mal quand il se agir de trouver du titre moins populaire '
bien, ': cool : cool '
neutre, ': bof : son ne me servir pas avoir moi mais avoir chaque foi|fois que je le il revenir ce être chiant donc nul @card@ '
bien, ': super commentaire : super il ne avoir manque plus que le reconnaissance hors ligne pour que ce être parfait . '
bien, ': très bon : super pour rapidement du de plus en plus gratuit . je mon @card@ et si vous rattraper le retard par rapport avoir je mettre @card@ '
bien, ': diabolique ... : ce sympa avoir reconnaître le plupart du morceau soumettre récent ou ancien parfois en un fraction de second et sur du bribe sonore . alors chapeau bas et bien sûr tant pis pour le lien vers le , falloir vivre avec son temps . donc un grand ! '
bien, ': toujours au top : cependant et même si le application marche avoir @card@ % , il manquer un lien vers et surtout le parole ... si je ne chanter . quoi que ! ; - ) '
bien, ': fonctionner très bien . commentaire : reconnaître un immense majorité de ce que je lui passer ( même dans du condition désastreux ) . il manquer juste le possibilité de retrouver le titre sur ( en plus de le inévitable lien vers le store ) . sinon , rien à redire . un gadget bien chouette . et pour celui qui ne le trouver pas , il ne avoir pas chercher bien loin ; en tout cas , pas dans le , car ce application ne se présenter que sous le forme de . '
bien, ': très bien : avoir trouver du titre que son concurrent ne reconnaître pas ! si le être ( ) ou se il y avoir un raccourci , devenir génial '
mauvais, ': savoir le faire mais ce service être moyen : si le reconnaissance marcher aussi bien que sur quand on un vidéo avec du chanson dedans cela être parfait , mais là ce être franchement moyen . : penser au membre de et quand on un titre , merci de ne pas nous proposer de la|le acheter mais de nous proposer de la|le ajouter à un par exemple , ou de la|le écouter ... '
bien, ': génial : ce être le même chose que avoir intégrer sur qui flag chaque musique connaître merci ( sinon super marche de tonnerre ) '
bien, ': accessible autrement que par ! commentaire : nickel , il falloir indiquer que la|le on pouvoir passer par le barre de recherche pour reconnaître le musique et ainsi se passer du . en lancer un recherche vocal , avoir coter de le icône du micro un note apparaître car le recherche détecter un musique . il suffire alors de taper dessus pour reconnaître le morceau . voilà pour celui qui ne aimer pas le ! il falloir le montrer sur le . '
mauvais, ': il être où ? commentaire : le store me dire que il être installer mais il être ni sur le " bureau " ni dans le liste du installer du phone . je suivre|être sur un . pas utilisable donc . '
mauvais, ': ou : ce être bien de la|le installer , mais maintenant je jouer avoir cache-cache avec le que je ne trouver pas . si quelqu\'un pouvoir me aider . '
mauvais, ': génial , très rapide ! commentaire : seulement pour le abonné le titre renvoyer vers un lien vers le store et non le musique . et aucun lien pour le rajouter à son bibliothèque . solution retaper le titre dans le . '
bien, ': léger et performant : bien plus rapide que de lancer qui être devenir un usine à gaz . efficace même en . et pour le éternel insatisfait , " être quoi ce titre ? " être un traduction parfaitement français , ce ne être pas du langage soutenir , et alors ? ! devoir on faire du courbette jusque dans le mobile ? on se en foutre non ? ; ) '
neutre, ': pouvoir mieux faire : parfois moins bon que son concurrent mais il manquer surtout un lien direct pour ajouter au du utilisateur " " de ... '
neutre, ': pas mal : et le surclasser de ouf ... il aller se améliorer je en suivre|être sûr ; ) '
mauvais, ': : : hi , application I click " song ? " : : bonjour , le ne fonctionner pas chez moi , je avoir beau cliquer sur " être quoi ce titre ? " le ne fonctionner pas ... il ne répondre pas '
bien, ': simple , efficace , mais ... : malgré certain critique , je trouver que le idée de ne être pas mal . ( même si elle prendre pas mal de place . ) avoir essayer|essayer de lui faire écouter du musique divers ( , nouveauté , style différent ... ) ne se être tromper que un foi|fois ! se être pratiquement planter à chaque foi|fois sur ce qui être trop ancien ou trop nouveau . se en être plutôt bien sortir , mais il avoir falloir relancer le écoute plusieurs foi|fois . je noter demande récurrent dans le commentaire : @card@ ) pas de lien vers ou un site de en ligne . @card@ ) pas de possibilité de relancer le recherche du sur le serveur quand on être hors connexion lors de le écoute . à part cela , ce être intelligemment concevoir , comme tout le développement de . bravo ! ! ! '
bien, ': excellent ! ! ! commentaire : très bon reconnaître tout le style de musique ( , , rock , reggae , disco , , minimal ... . . ) . prendre moins de place que et plus rapide . pas besoin de ouvrir un pour y accéder juste appuyer dessus et il reconnaître direct le musique . juste excellent ce que il me falloir pas de truc complexe ni de compte rien de rien . te attendre et il donner le nom de le musique et le artiste . ce être tout ! ! ! à ! ! ! '
neutre, ': succinct ... : manquer un raccourci " normal " et du coup je ne pouvoir pas mettre ce raccourci sur le écran de accueil pour lancer le application rapidement ... juste cela . '
bien, ': bye bye : devoir faire un peu plus de pub pour son propre produit . beaucoup plus réactif que . je adopter . cela faire longtemps que je voir ce sans jamais avoir tester , je regretter de pas le avoir faire avant . '
mauvais, ': commentaire : ne se ouvrer|ouvrir pas je avoir un musique que rien ni personne arriver avoir me trouver le titre ce être pareil sans et ce ne être pas un machin chose ... . '
bien, ': bien : plusieurs test concluant et , surtout , le lien vers que je tester en ce moment . un alternative intéressant à le association + par conséquent ! '
neutre, ': fonctionner bien : malheureusement après reconnaissance ne proposer que achat de le chanson sur le play store alors que proposer également le sur ( service ) un comble ! '
neutre, ': pas encore tester : un foie installer , avoir être le chercher dans le , un petit clic dessus et il installer sur le bureau : - ) '
bien, ': faire son taf ! commentaire : et pour celui qui ne le savoir pas : ceci être un pas un application ( falloir réfléchir un peu ... ) '
mauvais, ': ne aimer pas : plante à chaque foi|fois sur @card@ avec @card@ . dommage '
mauvais, ': mauvais traduction français : en bon français , on dire : " quel être ce titre ? " ... non , " est quoi ce titre ? " je retirer application . il y en avoir autre qui faire affaire sans mauvais traduction . '
mauvais, ': nul : être tuer avoir du je @card@ ce queue je '
mauvais, ': pas terrible : ne figurer pas dans le installation , donc difficile à trouver . de plus le être de . pourquoi si gros ? inutile et prendre trop de place : à jeter . '
mauvais, ': ? ? ? ? commentaire : je la|le avoir mais le raccourci ne se être pas créer . quand je aller dans le play , à coter du bouton " " , , il ya le bouton " ouvrir le application " . la y avoir pas ! bon bah je ... -- \' '
bien, ': intéresser : il y avoir quelque musique que il ne reconnaître pas mais sinon ce être un super . '
bien, ': simple , fiable , et intégrer ! commentaire : avec le dernier mise à jour de on pouvoir directement le chanson et elle apparaître dans le historique sur le , parfait ! par exemple sur mon je laisser un raccourci vers le recherche vocal sur mon écran de verrouillage , si un musique se jouer dans le fond un icône musique se rajouter ( sinon on parler simplement pour faire un recherche ) et il trouver vraiment tout très très vite . manque juste un sauvegarde du non identifier quand on ne avoir plus de réseau . ( impossible en ) '
bien, ': très bien : mérite encore quelque amélioration ( lien vers par ... ) mais déjà très bien ! merci ! olivier Thomas : ho le boulet , ce ne être accessible que par le associer ! ; ) '
bien, ': bien ! ! : ) : absence de spécifique lorsque la|le on clic sur chaque étoile , ... etc. . comme ( distance , densité , date de découverte ... etc ) ... ce être possible le presque parfait ! ; ) '
bien, ': fabuleux : si vous aimer regarder le ciel vous ne pouvoir plus vous en passer . manquer le satellite artificiel et du photo du objet remarquable avec du quand on cliquer sur le un de eux . '
bien, ': : depuis quelque temps il falloir noter et ajuster . sinon avant être très satisfaire . '
bien, ': commentaire : dam . bonne mais avoir encore du doute sur exactitude du positionnement du et du ... . sinon manquer un peu '
neutre, ': manque du chose : il manquer du photo . se être cool de pouvoir rêver avec plus information sur le point particulier . '
bien, ': très bien . ajouter le . commentaire : avoir le foi simple et assez complet pour situer le étoile , aborder le notion de base . et se poser du question sur le décalage entre et position du soleil et autre . avec le réglage capteur lent et un fort amortissement , le image être assez stable et assez fluide . sinon elle être trop sautillant en version @card@ . je penser que il falloir décaler le valeur moyen de ce deux réglage . je aimer aussi situer le voie lacté . et améliorer le usage comme boussole qui ne être représenter que par et qui pouvoir le être dans @card@ ou @card@ direction . '
neutre, ': : ce fonctionner bien sur mon mais sur tablette tab @card@ le rotation droit gauche ne se faire pas et le orientation ne être pas le bon ! ! comment faire ? ? ? merci '
bien, ': : superbe ... manquer quelque : y en avoir marre de '
bien, ': que du bonheur ! commentaire : sauf que avec ce jour pluvieux ou nuageux ... pas de profit . faire rêver le tête dans le étoile ... '
bien, ': un bon surprise : superbe application pour observer le ciel et se y retrouver , car sans carte du ciel ce ne être pas facile . je ne savoir pas que ce genre de application exister , je penser acheter un carte du ciel sur papier comme je avoir un télescope , finalement je la|le avoir gratuitement sur mon téléphone . très interactif et de beau photo dans le galerie . je conseiller à tout celui qui aimer observer le étoile . un seul regret : ne pas la|le avoir découvrir ce été quand le temps se prêter mieux à le observation du ciel nocturne . '
bien, ': attention position : pour vraiment indiquer le position correspondre correct le appareil devoir être place face avoir vous et perpendiculaire au sol '
bien, ': cela marche du tonnerre . excellent . commentaire : je suivre|être bluffer . avoir essayer|essayer pour tout ce qui ne avoir jamais savoir le position de un étoile . il suffire de relever son tel vers le ciel et le comme par magie le tel indiquer le nom du étoile positionner en arrière . '
bien, ': simple et briller : magique . je avoir investir mon pour être sous et avoir ce . depuis changer de tel . pas de application . '
bien, ': commentaire : . petit par rapport au point cardinal , mais je ne savoir pas si ce être le ou le . '
bien, ': : cool but bouton cool boire @card@ start '
mauvais, ': toujours coincer sur le nord : où que je me positionner , le carte me montrer toujours le nord avec le étoile polaire . déjà voir sur de autre commentaire mais ... noter @card@ . '
bien, ': juste génial : le ciel pour le ! ! exactement ce que je chercher pour élargir mon connaissance astronomique qui se cantonner jusque à présent à le et le Grande plus gratuit ... . je en avoir rêver , la|le avoir faire : ) falloir juste bien tenir son tel sinon on avoir le étoile chercher dans le écran , et le réel décaler en gauche de le écran . '
bien, ': commentaire : ce être un vrai merveille , utiliser le et le accéléromètre ! un vue détailler du ciel avec légende ... ce être gratuit ! '
mauvais, ': marche plus : cela sembler fonctionner avant , depuis que je la|le avoir cela bloquer sur un du ciel et il falloir aussi bloquer le gyroscope quand le fonctionner car le ne cesser de faire du rotation on comprendre plus rien . je aller chercher un autre du genre '
bien, ': fabuleux : au moins @card@ étoile ! redoutablement précis , orienter votre tablette dans un direction pour connaître le nom du étoile ou du constellation que vous regarder ! un haver ! ! ! '
bien, ': commentaire : bon programme ! , me servir avec mon , cependant on pouvoir trouver mieux avec carte du ciel car plus complet , mais ce être @card@ euro '
bien, ': pédagogique mais ... : superbe application permettre un exploration de le voûte céleste aussi bien du zénith que du nadir mais il être vrai que le précision ne être pas absolument parfaire y comprendre en éviter le proximité du aimant de fermeture du étui de protection du . cependant , un beau réussite qui permettre tout de même de repérer facilement le planète , le astre , le galaxie , etc ... à conseiller pour le enfant . '
bien, ': rien à redire : suggestion de amélioration : le même chose en réalité augmenter ... voir à travers le objectif de son appareil photo ... ce être vraiment pour pinailler : ) '
bien, ': génial commentaire : génial dommage le pouvoir baisser automatiquement au max pour ne pas être gêner en même temps que le on regarder le étoile dommage aussi que le projet avoir être abandonner donc plus de '
bien, ': superbe application pour guide dans le ciel : je vouloir installer , mais je suivre|être tomber sur ce application . elle montrer tout le astre visible et cache de le nuit , soit en utiliser le compas pour afficher le astre en fonction de le position de mon tablette , soit en mode manuel pour se dans le ciel par un glissement de doigt . sur mon tablette @card@ pouce , elle fonctionner parfaitement . '
bien, ': : cool '
neutre, ': mode nuit . commentaire : bonjour , je suivre|être peut-être un chèvre mais , y avoir pas un mode nuit ? car même avec le luminosité de écran au minimum il falloir un temps pour revoir bien le ciel ... '
bien, ': un pour briller en société : avoir voir le deux point ? et bien ce être et . - comment tu savoir cela toi ? ( super cultiver le mec : - ) '
mauvais, ': obsolète : dommage que ce application ne être plus mettre à jour ... je aller essayer|essayer avec " carte du ciel " . '
bien, ': très intéresser : le nuit sans lumière avec le ciel , on arriver vraiment avoir voir le constellation - impressionner '
bien, ': astronomique : vraiment génial . on pouvoir facilement identifier le étoile , le planète et le constellation . haver pour tout amateur de nuit étoilé . '
bien, ': découverte sympa : le application fonctionner bien mettre à part que lorsque je la|le installer sur le carte , elle ne être pas retrouver au redémarrage . '
bien, ': commentaire : nickel , fonctionner très bien sur mini pro . et en plus , on apprendre du chose . '
bien, ': briller : ) : ergonomique et utilisable en réalité augmenter ou comme un carte traditionnel , offrir un moyen ludique de découvrir le ciel . ce ne être ni le quelque degré de écart avec le réalité , ni le quelque saccade de le animation qui lui faire de le ombre ... même si le être mieux sans ce petit défaut : ) '
neutre, ': : le polaire être inconnu de le recherche que ce être en taper ( polaire , polaire , ou ) ce être pour un aussi important pour se '
neutre, ': commentaire : avant je y être , mais depuis que je la|le avoir réinstaller il me faire du gros et du énorme décalage . : ( '
mauvais, ': ne plus : quand je avoir mon , tout fonctionner très bien . avec mon @card@ , plus rien ne fonctionner . le se lancer et impossible de observer le étoile . il rester bloquer sur un seul partie du ciel ... dommage '
mauvais, ': problème : je avoir toujours le même problème ne me localiser jamais le ou je suivre|être et le capteur bouger sans arrêt ! si quelqu\'un avoir un solution ... ! '
mauvais, ': carter pas mal : le précision être ... . mais ! ! ! rien que pour le lune , cela devenir plus que flagrant ... donc le reste suivre forcément se ... ! ! ! de décalage incohérent ( activer tout et suivre|être taquet , fi . ... . ) : ( vraiment à revoir . en revanche le carte du ciel être bien faire et très lisible , gros plus : ) ) revoir vraiment le ! ! ! '
mauvais, ': : marcher très bien sur mon précédent téléphone , mais ne fonctionner plus sur mon mini . rester bloquer en longitude ... '
bien, ': de beau vente : seul défaut le délai de livraison être trop long @card@ jour taire . '
bien, ': nickel ! commentaire : merci super intéressant ! '
bien, ': cool commentaire : faire de bon affaire ce être toujours intéresser '
bien, ': parfait commentaire : au top '
mauvais, ': très en colère : le principe être bien par contre , de livraison ! ya même du foi|fois où vous ne recevoir pas le colis et le plus beau que il falloir que vous la|le appeler pour savoir se qu\' il se passer sinon vous pouvoir attendre du moi|mois comme cela ! de plus , service client incompétent ou qui en foutre tout . attendre depuis juillet que on me pour un article manquer dans un de mon commande ... pour finir , on pouvoir trouver certain de leur article en magasin et Cher ... '
neutre, ': : attention beaucoup de cochonnerie '
bien, ': commentaire : tout ne me correspondre pas ... . normal ... mais quand ce être le cas ce être extra ... . . merci ... petit bémol : pourquoi avoir supprimer le ville de sur Saône et bourg en ? ? dommage ... . '
bien, ': je en suivre|être : attention ... ( conseil après usurpation de mon carte ... ) à ! ! ! ! '
bien, ': commentaire : très satisfaire du offre du site . quand je commander il ne y avoir pas de souci et suivi sérieux ! ! ! je recommander ce application '
bien, ': bon : je avoir déjà acheter deux chose dessus . un nuit dans un et du soin en . vraiment ya de tout surtout pour le nana ; ) '
neutre, ': pouvoir mieux faire : un peu brouillon . le image ne se afficher quasiment jamais , même en . '
bien, ': application génial : enfin le barre de recherche '
bien, ': commentaire : je aimer bien le fait que on me proposer du proche de chez moi ou de mon position , cependant je trouver que le navigation ne être pas très intuitif '
bien, ': un tuerie : plus besoin de courir partout , du article superbe . temps respecter ... je recommander '
bien, ': super : pour le moment rien à redire , avoir toujours être satisfaire '
mauvais, ': avoir éviter ( faire un recherche du problème sur le , vous comprendre ... ) : commander passer le @card@ octobre , le @card@ novembre ... livraison , par contre règlement prélever le jour de mon commande . et pour joindre quelqu\'un ... mail indisponible et numéro surtaxer où le on nous " promener " sans aucun résultat . ou je avoir vraiment de le malchance , ou ce être de le arnaque ! ! ! à mon avis , je avoir devoir faire un recherche de ce site avant de commander . voir le très nombreux plainte que il connaître , à éviter absolument ! ! ! '
bien, ': commentaire : je de commander pour le foi|fois sur application ! croiser le que cela fonctionner bien ! je avoir entendre bon commentaire cur ce application ! '
neutre, ': bien mais bof : plus de @card@ moi|mois mon commande qui pas avoir mon nom ni avoir mon taille aucun possibilité de retour classique @card@ ouvrable nouveau essayer de commande avoir voir ! ! ! ! '
neutre, ': pouvoir mieux faire : bon site mais du complément de information sur certain pouvoir être donner . '
bien, ': bon compromettre : renseigner vous toujours sur le marchandise . mais dans le ensemble . de bon produit et de vrai promo '
bien, ': ce être génial : de beau réduction nous être proposer ! '
bien, ': site sympa : je commander de temps en temps , et ce être très simple . je aimer beaucoup le produit proposer '
bien, ': pratique et rapide commentaire : tout ce on pouvoir faire sur le site on pouvoir le faire sur . nickel '
mauvais, ': commande jamais . commentaire : je avoir commander plusieurs article sur et il y en avoir que je ne avoir jamais recevoir mais pour lequel je avoir être facturer ... , pour le article que je avoir avoir je suivre|être satisfaire ! '
neutre, ': achat : déjà acheter plusieurs bon et cela bien passer ici arnaquer stage pilotage Ferrari et impossible joindre '
bien, ': adorer ! commentaire : pratique rapide ! du nouveau tout le jour ! je suivre|être accroc : - ) '
neutre, ': commentaire : bon service . le remboursement se faire automatiquement lorsque le être annuler . bon également '
bien, ': super : cela faire du année que je acheter sur et je suivre|être super satisfaire '
mauvais, ': payement : essayer de payer|payer par maestro mais il demander le savoir il y en avoir pas sur le carte maestro . donc impossible acheter quoi que se être '
bien, ': commentaire : je adorer depuis que je connaître votre site je pouvoir me permettre plein de loisir pour moi et mon extra '
bien, ': commentaire : comme de habitude , beaucoup de article à prix abordable et en tout genre pour notre plus grand bonheur '
bien, ': je adorer ! commentaire : de très bon prix , du super . à absolument ! '
mauvais, ': il ne y avoir pas , sultanat de ! commentaire : pourquoi il ne y pas le sultanat de . son capital au moins . surtout que je y aller tout début décembre ... '
bien, ': top : application très pratique avec de nombreux réduction pour service et bien ! ! '
bien, ': parfait : déjà plusieurs achat et toujours satisfaire '
bien, ': bien : un achat bien passé '
bien, ': commentaire : simple rapide et pratique ! '
bien, ': : je adorer ce site et le être génial '
bien, ': commentaire : très bon site '
bien, ': : '
bien, ': cool : cool '
bien, ': commentaire : cool '
bien, ': commentaire : cool '
neutre, ': commentaire : son aller sauf que je arriver pas avoir mettre le fond que je vouloir et que il y avoir plein de pub mais sinon ce être cool '
mauvais, ': commentaire : je chercher depuis longtemps un comme celui là ( avec un code pin et le notification sur le page de verrouillage ) mais je ne pouvoir pas faire confiance , le téléphone ne être pas protéger il suffire de appuyer sur le touche menu pour le déverrouiller . je trouver cela dommage je avoir enfin trouver le que je vouloir . au fait si quelqu\'un en connaître un pareil je suivre|être preneur '
mauvais, ': commentaire : nul '
bien, ': magnifique : magnifiquement magnifique '
bien, ': génial commentaire : cool , , , '
mauvais, ': commentaire : de le merde '
bien, ': commentaire : joli application '
bien, ': commentaire : C sympa '
bien, ': cool : cool '
bien, ': commentaire : pas mal '
bien, ': commentaire : '
neutre, ': commentaire : C bien mais son ne mettre pas mon code '
bien, ': commentaire : bien '
mauvais, ': commentaire : nul '
mauvais, ': commentaire : nul '
bien, ': commentaire : '
bien, ': commentaire : aller '
mauvais, ': commentaire : le refuser de ce être chier '
bien, ': cool : cool '
mauvais, ': nul commentaire : nul nul nul nul déjà arriver son me mais au moins ... et son on comprendre rien ... . ne preneur pas ce je chercher un comme son depuis longtemps et le je en être trouver un mais ne marcher même pas ... '
bien, ': : bien un son aller bien '
bien, ': commentaire : '
bien, ': commentaire : '
bien, ': commentaire : cool '
bien, ': commentaire : cool '
bien, ': je avoir adorer : C trop cool ! ! ! '
bien, ': commentaire : trop beau et trop bien '
bien, ': parfait : parfaire '
bien, ': commentaire : il être bien '
bien, ': commentaire : très bien application '
mauvais, ': bof bof : le être beau mais ne protéger pas le . quand on être sur le de verrouillage il suffire de appuyer sur le bouton home pour le le mot de passe ne servir avoir rien ne importer qui pouvoir le ... dommage . '
bien, ': commentaire : bien '
neutre, ': commentaire : son ne pas sur mon grand , mais son ne vouloir pas mettre un photo de mon galerie , son ne marche . '
neutre, ': super juste : le pub sinon je avoir mettre @card@ étoile '
bien, ': ce être bien : cela aller pas mal bien maid devoir avoir choix de photo '
mauvais, ': bof bof : tu pouvoir pas mettre un photo de nous '
bien, ': commentaire : cool '
neutre, ': commentaire : correction du ? ! ? ! depuis impossible de se connecter . L application arrêter avant même avoir pouvoir apercevoir le vente . : ( ( ( '
neutre, ': attention au arnaque : le prix indiquer avant réduction être totalement farfelu ! ! ! ! vérifier toujours sur sur de autre site et vous voir que la|le on être souvent très très loin du @card@ à @card@ % de réduction annoncer '
mauvais, ': crash : ne fonctionner plus depuis début octobre . plusieurs mise à jour ne y avoir rien changer ( puis réinstaller ne changer rien ) . '
bien, ': remarcher : merci de avoir corriger le erreur '
mauvais, ': bof : le ne marcher pas du tout se charger et se bloquer sur le accueil '
mauvais, ': au secours : impossible de valider mon panier , se fermer au moment de valider mon tel livraison en relais ... . pénible ... . '
mauvais, ': très décevoir : faire à le instant et impossible de ouvrir le " se être arrêter " ... je croire que je aller ... '
bien, ': site : très bon site et du article de marque par moment très avantageux '
mauvais, ': but à répétition : qui faire planter le application et le tel . '
mauvais, ': correction de mais pas tout commentaire : ne fonctionner toujours pas '
mauvais, ': commentaire : nul valoir mieux se connecter sur site que qui ne ouvrer|ouvrir pas décevoir ! '
mauvais, ': bof bof : ne pouvoir plus passer de commande via application depuis plusieurs semaine . le ne changer rien . vraiment décevoir ! ! ! ! ! '
mauvais, ': commentaire : le application se arrêter tout seul pourrir ! '
bien, ': commentaire : depuis le mise à jour , pour le instant pas de ... . bon application et proposer plusieurs moyen de paiement '
mauvais, ': zéro : je ne pouvoir plus accéder à le application depuis deux semaine . '
bien, ': solution plantage : plantage le mise à jour : supprimer le application et réinstaller . '
bien, ': sympa : très pratique et facile avoir utiliser ! ! ! '
bien, ': : nickel , vous avoir remédier le du @card@ novembre . merci '
bien, ': le application fonctionner à nouveau : nouveau mise à jour et le application fonctionner de nouveau '
mauvais, ': nul : ne marcher plus depuis quelque semaine '
mauvais, ': : déconner grave depuis jour '
bien, ': nice ! commentaire : satisfaire '
mauvais, ': réduction de le autonomie du téléphone : dès que la|le on utiliser ce application , le autonomie de le batterie réduire fortement . ce être dommage '
bien, ': commentaire : résoudre '
bien, ': merci le ! commentaire : merci pour le qui avoir tout débloquer il être temps ! ! ! ! ! ! ! '
mauvais, ': mettre avoir jour : instable sous . le application ne cesser de planter même quand elle être pas lance . vite un nouveau ; ) '
mauvais, ': avant ce être bien mais cela ce être avant : depuis le comme beaucoup de monde en voir le autre commentaire , gros plus que galère . '
mauvais, ': invivable : depuis le mise à jour le application \' arrêter et le message revenir tout le @card@ à @card@ second|seconde . au secours faire le nécessaire très vite \' il vous . '
mauvais, ': ! commentaire : mettre avoir jour catastrophique . je ne pouvoir même plus ouvrir le application en ce période de Noël qui approcher son me déranger . faire quelque chose ... '
mauvais, ': : planter constamment , le application demander de forcer le arrêt tout le @card@ second|seconde et ce être bien ... '
mauvais, ': commentaire : problème depuis mise à jour ! ! obliger en attendre que le problème être résoudre ! commander en cour|cours ! ! '
mauvais, ': mettre avoir jour instable : message demander de forcer le arrêt se ouvrer|ouvrir en continu . je la|le avoir avoir @card@ foi|fois le temps de taper ce commentaire '
mauvais, ': : depuis le mise avoir jour gros je ! ! '
mauvais, ': le ne se ouvrer|ouvrir pas : impossible de ouvrir le application , donc impossible de bien la noter . '
mauvais, ': ne fonctionner pas : impossible ouvrir maintenant . . dommage '
bien, ': : je avoir pas le temps de faire le magasin je commander avoir du prix génial et il y avoir du site avec du jeu ancien etc etc je avoir plus avoir aller chercher dans le point relais et plus le frai|frais de livraison ne être pas '
mauvais, ': : le application planter régulièrement . le visualisation du image être mauvais et très peu pratiquer alors que ce être le un du fonction central de un tel application . plantage systématique avoir le commande si mon choisir le mode de livraison relais . '
bien, ': merci pour le : fonctionner de nouveau , très pratique '
bien, ': nul ... pour changer : bon je penser que le avoir régler mon problème de de photo du vente mais non ... voiler le 3e que cela quand avant tout fonctionner ! ! ! '
bien, ': pas mal : pourquoi ne pas laisser le possibilité de consulter le ensemble du article de un vente ? on être obliger de regarder chaque de le vente pour tout visualiser . le onglet " article consulter " être cependant très pratique . '
bien, ': bon application gratuit . commentaire : je donner @card@ étoile car il ne y avoir pas le température actuel mais juste le température du matin et de le après-midi . pouvoir mieux faire pour obtenir @card@ étoile en permanence '
bien, ': : ce être sympa mais je avoir bien aimer avoir le météo pour le '
bien, ': trop bien : je trouver que ce application et très bien faire je le conseil . '
bien, ': le météo très sympa commentaire : au delà du prévision assez juste mais qui dépendre de météo , le graphisme de ce application être superbe et compréhensible au premier coup de œil . bravo '
bien, ': très agréable : design original selon le sen|sens de le tablette ou du téléphone . prévision à @card@ , ce qui permettre de se faire un idée . ensuite question fiabilité , ce être selon le indication de météo France . . . le météorologie ne être pas un science exact . je recommander . '
neutre, ': super : sans . merci . '
bien, ': commentaire : très précis et fiable ! le meilleur jusque à aujourd\'hui '
bien, ': météo pour le France : super ! ! ! très bon et fiable application . '
bien, ': commentaire : pas mal du tout , assez fiable , continuer comme cela . '
bien, ': bien cordialement : cela me faire plaisir de avoir ce météo '
