@relation play_store_comments
@attribute ps_class {mauvais, neutre, bien}
@attribute text String
@data
bien, ' supet  '
bien, ' '
bien, ' '
bien, ' '
bien, ' excellent '
bien, ' super appli  '
bien, ' parfait '
neutre, 'miniature image être bas résolution logo application faire écran HD  pixelise  '
mauvais, 'réglage option manquant falloir arrêter chercher faire application dégrader MAJ  nouveau version espérer amélioration ÇA  '
neutre, ' faire dernier mise jour date achat possibilité partager objet voir mail sms  '
neutre, 'miniature revoir  miniature être bas résolution être dommage passage site être nécessaire avoir résolution convenable ajout bouton résolution convenir merci '
mauvais, 'application fonctionner s3  changement xperia  possible voir objet particulier cliquer afficher être arrêté '
bien, 'super Cest  facile application acheter chose avoir pouvoir trouver '
neutre, ' derniere  maj  retrouver date d  achat l  objet falloir aller ebay  site principal retrouver '
bien, 'falloir augmenter capacité article suivre être '
bien, 'tres    nouveau mise avoir jour aller tres  pert  info  super '
bien, ' être vrai plaisir utiliser zoom adaptatif refaire police être tres  pratique chanfement  page clic rendre lecture facile definitivement  lire soir coucher lit fatguer  bras '
bien, 'Beowulf  français sympa juste petit souci avoir vouloir lire beowulf  être anglais possible avoir français '
mauvais, 'programme merde   avoir acheter lire bouquin Busch  nikon  chercher information technique rien programme permettre trouver infos  rapide livre être linéaire impossible retourner table matière gros merde livre être protéger '
bien, 'super pouvoir télécharger  livre n  arriver avoir lire playlivre????  '
bien, 'cool application pouvoir ligner taire an vie lire histoire '
bien, 'bon application   application correct lire livrels  seul petit problème changement lecture horizontal vertical provoquer changement page '
bien, 'like  this  very  useful  app  even  though  its  slow '
bien, ' n  arriver avoir accéder site francais  '
bien, 'pratique  jtrouve  cest  utile facile avoir utiliser permettre acceder  bouquin rien temps '
bien, ' être beau devoir installer '
bien, 'cool super juste chiant défiler page '
bien, ' adorer i  really  like  it  s  helpful  so  think  you  bon continuation faire bon boulot '
bien, ' livre jaune no  '
bien, 'top relire '
bien, ' Its  the  best  '
bien, ' excellent '
bien, ' excellent '
bien, ' fonctionner bien beau présentation '
bien, ' adorer applis  avoir faire aimer soir être pouvoir inter changer texte fond seul clic blanc noir choix grosseur texte marque page merci agréable '
bien, 'super aplication  être super conseiller avoir aimer livre '
bien, 'bon applicaction    manquer système dossier ranger fiche ibook  d  appel merci explication fournir bon application '
bien, 'super pratique estétique  fluide manque juste possibilité organiser livre '
bien, 'of  high  quality  useful  and  easy  to user you  boire it  must  still  free  hhh  '
mauvais, 'interface anglais jarrive  changer taille texte déconseiller '
mauvais, 'dommage téléchargement  bloque avoir tablette '
mauvais, 'Bugs  changer page repartir page super pratique simuler livre tombe réalisme ebook  '
mauvais, ' appli  être anglais arriver mettre français '
bien, 'parfait avoir redire appli  parfait '
bien, ' cool '
bien, ' cool '
bien, ' bon appli  juste petit souci un livre vouloir reprendre lecture revenir page être gêner avoir comprendre truc '
mauvais, 'fonctionner galaxy  '
bien, 'pratique Tres  bon apli  '
mauvais, 'trio   bonjour application lire epub  option intéressant lecture mode portraire seul type surbrillance  couleur bleu soulignage seul bibliothèque thématique répertoire avoir être défilement manuel tactile délicat pas facile faire apparaître menu page blanc comparer application ipad  '
neutre, 'dommage livre être mal '
bien, 'Ebook  reader Samsung  permettre lire livre avoir commencer tablette continuer tablette suite '
neutre, ' aller essayer|essayer trouver bon courage '
bien, 'super bon reader '
bien, 'adorer S  note obliger to read  English  choix '
bien, ' parfaire '
mauvais, 'Samsung  galaxy  conseiller lieu mettre emojis  ca  mettre rectangle jaurais  pouvoir mettre etoiles  laurer fait '
mauvais, ' e  pouvoir m  servir c  être nul désinstalle  '
bien, ' avoir dire marche c  être parfaire '
bien, 'parfait  rien dire être gros turie  '
bien, '
bien, ' are really  nice job '
mauvais, 'arriver avoir mettre  aider '
bien, ' ool  '
bien, 'rabii  the  best  app  Keyboard  in the  world  '
bien, 'super pratiquer ???  '
neutre, 'galérer avoir mètre route chian  '
mauvais, 'Galaxy  trend  liter   pouvoir conseiller appli  genre emoticones  être '
mauvais, 'voiler mettre ??????  '
mauvais, ' avoir comprendre mettre smileys  ns  affiche ?c  bizzare  meme  smileys  être beau prefere  mn  clavier samsung  vq  ptions  dire dsl  l  application rep '
bien, ' être danger tkt  ?  '
mauvais, ' avoir marche nul '
bien, '  conseiller '
mauvais, ' e  fonctionner '
mauvais, ' avoir détester servir '
mauvais, ' e  fonctionner '
mauvais, 'Reponce  urgence '
bien, 'savoir '
neutre, 'urgence  être application être sécuriser avoir message plait  '
mauvais, ' être metde  '
mauvais, ' ul  '
mauvais, ' ul  '
neutre, ' of  '
neutre, ' pi '
bien, 'aimer   aidore  pouvoir mettre clavier francais  autre empêcher changer clavier '
mauvais, ' suivre|être deçu  telephone  voir juste petit carré blanc avoir place emoticones  tres  deçu  J\'  ais samsung  galaxy  trend  '
neutre, 'symbole être varier app  marcher contre marcher Samsung  galaxy  tab '
bien, ' rès  être dommage avoir couleur envoyer ??????????????????  '
mauvais, 'rejoindre coline  baes  m  marche   vou  vouloir mettre jeu c  laMERDE  '
mauvais, 'nul Em  faire marche nickel envoyer sms  smileys  transformer point dinterogation  '
mauvais, ' e  marche nul '
mauvais, 'soule  avoir smiley  clavier kan klike  smiley  ??????des  truc genre '
bien, ' être tres  bon application meme  être couleur être possible mettre accent '
mauvais, 'nul envoyer smyley  ??  être quelqu  un m  aider '
mauvais, 'marche   arriver avoir servir '
mauvais, ' marcher conseiller tout c  tres  desseuvent  '
bien, ' super choix application filtre être fonction permettre ajouter texte être super développeur  '
bien, 'exceptionnel avoir choix savoir mettre ya chose payant c  être tres  avoir acheter j  avoir peur pouvoir essayer|essayer étoile recommandation application '
mauvais, 'choix emicone  cadrer chose payant '
bien, 'parfait  application juste parfaire Jai  chercher application retpuche  photo être meilleur Bcp  fonctionnalité innexistante  autre application enormement  effet cadre stickers  police écriture beau un autre utiliser application recommander avoir '
neutre, 'bon application   simple option collage modification être limiter '
bien, 'photo mal retouche photo '
bien, ' appli  être adorer '
bien, 'Georgous   vrai appli  gratuit pouvoir servir '
bien, ' aimer être '
bien, ' Jusqua  appli  être meilleur jai  tester '
bien, 'super  super faire retouche photo '
bien, 'merveilleux  super application modifier critère photo ?  assembler photo seul perdre qualité photo ????????????  '
bien, 'parfait  '
bien, 'super amateur pro photo '
bien, ' trop cool appli  '
bien, 'simple  ludique pratique '
bien, 'cool super application '
bien, ' simple ludique '
bien, 'bon application '
bien, 'top   super appli  '
bien, ' appli  '
bien, ' parfaire '
bien, 'adorer   être appli  simple utilisation fonctionnel offrir personnalisation photo secret conseil essayer|essayer comprendre causer '
bien, ' adorer bricoler '
bien, ' être parfaire '
bien, ' '
bien, ''
bien, ' tres  c  oool  '
bien, ' '
bien, ' magnifique application '
bien, ' superbe application '
bien, ' '
bien, ' Jai  aimer '
bien, 'adorer   pouvoir modifier photo être effet avoir beug  bref adorer '
bien, ' enregistrement long '
bien, 'parfait ?    appli  être parfaire amateur photo conseiller '
neutre, ' effet ect  recommander être super '
bien, ' application être génial avoir rechercher ?  '
bien, '  grand choix filtre '
bien, 'meilleur  utiliser super effet bcp  possibilité appli  être génial bug  lenteur parfait '
bien, 'merci pr  mise avoir jour   finir oups  connexion sembler interrompre quon  rentrer adresse suivre|être super content '
neutre, ' pouvoir reunir  horaire direction meme  pager consultation horaire siel  plutot  appuyer flèche permettre changer station revenir page précédent bouton actualiser page principal fiche horaire merci '
bien, 'nouveau interface améliorer   nouveau interface avoir déstabiliser départ être fonctionnel coup œil voir horaire ligne favorite '
mauvais, 'nul avoir bon horaire suivre|être arriver foi|fois retard cause application pratique application être super avoir bon horaire '
bien, 'dernier mise avoir jour   merci mise jour contre être possible ajouter bouton rafraîchir page accueil '
bien, 'revoir bugs    RATP  être décider corriger bugs  nouveau page accueil être sympa '
bien, 'amélioration indéniable   Demarrage  rapide manquer sauvegarde feuille route appel application pouvoir consulter métro '
bien, 'widget   beau mise jour prochain étape être faire widget  trafic temps réel avoir possibilité vérifier heure prochain metro  rer  tramway boire avoir ouvrir application difficile coder utile '
mauvais, 'bugs    bugs  chercher station voir temps arrivé|arrivée bus être possible mettre station favori impossible avoir raccourci pouvoir accéder devoir t  fermer application optimal version ios  sembler soigné Dans  attente '
mauvais, ' pplication  minable fonctionelle  jour horaire porter satyre puisquelle  venir conduire minute pied bus régulier merci '
bien, 'faire rien dire être parfaire horaire être correct être organiser appli  '
mauvais, 'pouvoir appli  avoir foi|fois rentrer adresse avoir erreur oops  connexion internet  sembler interrompre défaut être présent mise avoir jour '
neutre, 'faire bon application fiable stable faire moi|mois être impossible avoir information horaire passage bus arrêt direction application indique info  indispo  fonctionner autre arrêt ligne '
neutre, 'bug  recherche   application avoir potentiel rester exploitation cause bugs  répétition '
bien, 'esperais  dieu être GG  '
bien, 'super dernier mise jour montrer devs  être écoute rester amélioration apporter rien niveau look '
neutre, 'affichage horizontal ligne   comprendre ratp  avoir supprimer miniscule  petit fonctionnalité énorme terme confort coup nouveau version perdre praticité  '
neutre, 'être passer  appli  rester mémoire avoir faire rebooter  SM-N900  '
bien, 'nouveau fonctionnalité sympas   nouveau fonctionnalité sympas  petit effort ergonomie page accueil être bon '
bien, ' forcer constater obligation passer ancien appli  moche nouveau offrir nouveau trouver juste dommage rechercher itinéraire partir lieu trouver mise jour épater rester mémoire plan '
bien, 'top maj    top avoir remettre notion itinéraire page accueil '
bien, 'top   super dernier mise jour avoir écouter gens mise jour frôler perfection '
mauvais, 'application utile pb  maj   Maj  rendre application inutilisable crash ouverture revenir version précédent '
bien, 'Tres  bon appli    dernier mettre jour trouver horaire boire être rapide '
neutre, 'mettre jour   bon mise jour fluidité application rester mémoire pb  sortir application devoir retrouver ligne bus être amélioration venir espérer reste être régler '
neutre, 'terme fonctionnalité   apparaître multitâche  devoir être relancer foi|fois changer programme '
mauvais, 'ras mise jour   bug  remplacer autre bug  impossible entrer adresse =  connexion sembler interrompre être obligatoire bouffe mémoire horaire bus arrêt avoir besoin fonctionner mairie =  point exclamation rouge constant avoir foi|fois information disponible obliger utiliser autre application compléter lacune bouffer mémoire '
mauvais, 'application lent fiable problème fiabilité être lier RATP  omettre information masquer médiocrité service transport réduire pénalité contractuel '
bien, '  merci amélioration venir '
mauvais, ' k  faire mise avoir jour marche niquel  faire un planter temps mise jour avoir corriger bug  connexion '
bien, 'gestion multitache   application réinitialise  lancement lieu revenir dernier page visualiser itinéraire plan avoir '
neutre, 'pratique amélioration dernier mise jour rester imprécision trajet tramway être oublier tarif zone '
mauvais, 'Bug  multi  tâche   application fermer appui multi  tâche '
neutre, 'progrès   amélioration notable avoir être faire pouvoir imprimer trajet suivre cour|cours route changer être avoir pouvoir être louper astuce '
bien, 'Alleluia  MAJ  digne nom '
neutre, 'shopping WTF   être gentil réduction rubrique shopping utiliser appli  déplacer manger frite acheter porte-clé '
mauvais, 'itinéraire fonctionner   refonte avoir air top itinéraire marcher dire connexion être impossible devoir être déconnecter être cas '
bien, 'demande nouveauté   être être possible mettre push  SMS  cas métro être retarder supprimer trafic ect  '
mauvais, 'Bug  dernier version   gros problème dernier MAJ  appli  passer multi-task  perdre recherche cour|cours dé passer autre app  raison être problématique pouvoir être problème mauvais flag activity  nouveau version être mettre avoir part bouton menu mot menu être bête même app  avoir bouton besoin préciser menu '
mauvais, 'pouvoir faire avoir faire forcing installer nouveau application être possible mettre temps erreur être survenir coup nouveau application joli super pouvoir être fonctionnel être exemple avoir arrêt bus pouvoir disposer plan sortie métro être fonctionnalité important déplacer souterrain métro coup étoile interface revoir cahier charge spécification Si  avoir demande rajouter plan sortie métro avoir essayer|essayer chercher itinéraire manquer état trafic bus '
bien, ' être défaut facebook  exister hier novembre avoir faire remettre programme origine logiciel avoir acheter mars différent mise jour avoir détériorer fonctionnement impeccable hier tablette samsung  galaxy  tab application store fonctionner facebook  messenger  '
mauvais, 'nul pouvoir installer Facebook  récent mise jour '
mauvais, 'rien aller galaxy  s4    impossible d  ouvrire  être galaxy  s4  tablette samsung  '
bien, 'base étoile notification être moyen modifier supprimer  application '
mauvais, 'mettre jour inutile incompétent faire semaine tablette samsung  galaxy  bug  mort ?  smartphone  marche mise jour '
bien, '  falloir être presser ouverture appli  mise jour '
bien, 'd  avoire  m  aider   connection  être lent vouloir axelaire  '
bien, ' our  début espérer bug  bout moment autre autre '
mauvais, 'ras bol temps arriver connecter mise jour actualité mettre jour gonfler faire chose '
bien, ' nouveau mettre jour fonctionner '
mauvais, ' ise  jour inutile lent beug  wifi  c  être c  être c  être '
mauvais, 'Samsung  galaxy  noter faire moi|mois ca  marche wifi  tablette telephone  reseau  3g  ca  fonctionner mise avoir jour attendre resout  probleme  coup jeu appli  demander connexion facebook  fonctionner virer incompetents  d  informaticien coup utiliser appli  rapid  facebook  ca  resout  pb  jeu '
neutre, ' ais connexion être longue ca  '
mauvais, ' avoir faire moi|mois suivre|être facbook  pouvoir faire mot passe reintialiser  foi|fois marche '
mauvais, 'problème connection  serveur qu  téléphone   problème connection  serveur qu  téléphone fonctionner '
mauvais, 'horreur impossible connecter application s4  mini application vierge ipad  iphone  attendre solution '
mauvais, ' application vouloir ouvrir suivre|être éteindre '
bien, 'super   mise avoir jour fonctionner '
neutre, 'cool appli  bugs  prendre place/mémoire  '
mauvais, 'top   lent bug  '
mauvais, ' ouffe  batterie même l  utiliser '
mauvais, 'faire deja  '
mauvais, 'Connection  impossible   impossible connecter galaxy  tab régler problème mériter étoile moment '
mauvais, ' mpossible  telecharger  Facebook  nouveau mise jour experia  '
mauvais, 'vie priver être tjrs  ca  application demander bcp  permission version tablette '
mauvais, 'aimer messenger  externe  prendre jus pile '
mauvais, 'honteux  nul nul nul fonctionner mise avoir jour 4g  vouloir aller devoir payer|payer avoir loisir utiliser wifi  être n  importer faire semaine durer faire qqchose  svp  '
neutre, 'fonctionner   fonctionner huawei  p6  nickel '
neutre, 'devoir passer être '
mauvais, ' ourquoi  obliger téléchargement  application messenger  chat '
mauvais, ' epuis  mise avoir jour nexus  d  facebook  déconner avoir mourir réparer bugs  svp  '
mauvais, ' mpossible  ouvrir facebook  s4  mise avoir jour '
neutre, 'merde   '
mauvais, 'notification être qu  jour être possible désactivation notification application fonctionner d  an essayer compliqué messieurs mesdames développeurs  exister formation '
neutre, 'Samsung  galaxy  trend    faible nouveau mise avoir jour dire être arrangé.  rester superficiel niveau fluidité '
neutre, ' roblème  sérieux chargement  beugent  dupliquer falloir reessayer  foi|fois marche '
mauvais, 'merci mise avoir jour efficace Beug  complet tab samsung  mise avoir jour inutile plante bout second|seconde réseau social '
mauvais, 'mettre jour   venir installer nouveau mise jour ouvrer|ouvrir application retrouver fil actualité vide charger bout moment appareil dire répondre '
bien, 'el  chantara  Ronaldo    être formidable nouv  mettre avoir jour croire avoir entendre qu  prochain mise avoir jour être 3D  être genial  '
neutre, 'avance pouvoir selectioner  actualité récent page accueil '
bien, 'super calculer calorie plat suffire calculer mettre retrouver aliment avoir un ajouter plat enregistrement mettre nombre gramme manger code barre donner bon aliment fiable savoir produire donner autre marque être même produit pâte tartiner savoir trouver aliment pouvoir ajouter super application '
bien, 'pratique  avoir aider perdre poids conseiller '
bien, 'bon appli    simple utilisation pouvoir mettre jour base '
bien, 'super appli  mise jour récent  amélioration faire pouvoir entrer poids jour précédent importer moment pouvoir entrer donnée plat faire maison '
bien, '  avoir essayer|essayer appli  calculer calorie être meilleur échelle mesure adapter standard européen large choix produit français avoir mettre étoile suggérer amélioration interface pouvoir être améliorer lisibilité prendre exemple trouver pouvoir calculer apport vitamine E  minéral calcium magnésium fer oméga '
neutre, 'problème sauvegarde   galaxy  s4  sauvegarde disparaître mise jour application imposer '
mauvais, 'manque produit apport mise jour être mauvais produit disparaître arriver pouvoir mettre aliment manger décevoir '
bien, 'adorer  aimer application barre code être vrai pouvoir enregistrer aliment existant être pratique évident calculer être calorie plat cuisiné maison possibilité look girly  avoir côté attrayant super application merci '
bien, ' compagnon conserver forme impossible passer application '
bien, 'super mise jour génial '
neutre, 'pouvoir ajouter 4repas  jour   pouvoir écrire 4repas  jour '
mauvais, 'nul incomplet manquer aliment code barrer c  importer confondre correspondre bon code barre desinstalle  '
bien, 'utile pratique   devenir accro  être super pratique prise main simple intuitif multiple façon trouver chercher rapide gâcher recommander +++  De  avoir synchro immédiat site web  noter qqch  site être reprendre smartphone  '
bien, 'pratique détailler complet '
neutre, ' convenir|convier '
neutre, 'coder barre malade   utilisation code barrer faire planter application '
mauvais, ' application servir avoir rien '
bien, ' parfaire '
bien, ' canon '
bien, ' utile suivi jour jour espérer liste aliment agrandir être réalité '
bien, 'jour   utiliser app  jour aide avoir controler  aliment petit demande être pouvoir creer  repas avc  portion appli  ingredients  remettre avoir foi|fois app  génial '
bien, 'excellent  super application catalogue aliment complet surveiller alimentation simplicité meilleur application genre merci '
neutre, 'calcul plat   appli  être dommage avoir possibilité calculer calorie total plat exemple gâteau faire maison '
mauvais, 'améliorer   demander avis tenir compte base donnée être proportion g/l/p  repas objectif calorie journalier gestion progression rien suivre|être passer myfitnesspal  base être bon '
bien, ':19kg  perdu moi|mois grâce appli  '
bien, '-25kg  an   être dire titre '
bien, ' faire pratique '
bien, 'excellent  excellent application '
bien, ' génial rien dire '
bien, ' seul bemol  c  effacer liste aliment choisir '
neutre, ' avoir marcher journée journal exercice fonctionner arriver synchroniser téléphone tablette '
bien, 'avoir perdre kilo  avoir application avoir réussir contrôle poids avoir pouvoir perdre poids '
bien, ' prendre temps écrire manger programme éviter grignotage inutile p  marche '
bien, 'bon progrmme    ergonomie être dernier version sauvegarde déjeuner dîner fonctionner être élément breakfirst  être prendre compte info  avoir perdre donnée bout moi|mois utilisation '
bien, 'super appli    simple utiliser complet attendre nouveau mise jour avoir avoir lieu Iphone  jour '
bien, 'génial utiliser 3mois  lasser '
bien, ' simple efficace dire calorie pouvoir manger poids activité '
bien, 'parfait  bon appli  surveiller manger être français avoir base donnée intéressant utilisateur pouvoir compléter appli  être super '
bien, 'bon application   pratique suivre progression permettre prendre conscience l  manger journée '
bien, 'FatSecret  +++  diabètiques   diabétique type insuline moi|mois avoir rechercher programme permettre foi|fois calculer glucide repas perdre poids avoir début tester programme spécifique diabétique seul avoir apporter donnée nécessaire rapport objectif avoir pouvoir équilibrer diabète perdre kilo moi|mois insuline avoir tendance faire grossir grand merci '
neutre, 'sembler application être gourmand énergie nexus  Pourrait  disparaître fin semaine '
bien, 'nickel pratique '
bien, 'like    like  recommander '
bien, 'excellent  faire travail accroc parfaire '
bien, '  complet version gratuit possibilité personnalisation pack icône option intéressant '
bien, ' marche bien discret '
bien, ' '
neutre, 'Awesome  be  good  if we  could  also  user the  power  toggle  in the  lock  screen  Beside  that  live this  app  '
bien, 'pratique top fonctionnel '
neutre, ' '
bien, ' '
bien, 'sympa application full grace  devoir apprendre avoir lire debloquer  version premium  '
bien, 'excellent être meilleur genre être joli ergonomique personnalisable  avoir prendre version complet profiter fonction avoir trouver défaut pouvoir appliquer pack icône masquage icône être faire pack apparaître avoir croix place espérer être faire comprendre être gênant coup pouvoir appliquer pack icône -(  dommage '
bien, 'of  the  best  app  of  my  favourite  app  '
bien, 'indispensable bon application devoir intégré base smart phone '
bien, 'adorer   nouveau version être génial '
bien, 'superbe apli  facile pratique '
bien, ' manquer traduction français '
bien, 'Glovebox   The  best  side  launcher  the  Play  very  useful  fluid  and  customisable  new  and  memory  optimisation '
bien, 'super pratique   réussir outil indispensable utiliser modération '
bien, 'add  enable/disable  shortcut    really  like  the  simplicity  and  good  response  of  this  app  would  like  to ask  for avoir shortcut  in order  to activate  disable  the  side  bar This  way  can  do it  straight  from  my  home page the  good  work  '
bien, 'indispensable  passage utiliser Glovebox  être utilitaire utile '
bien, 'excellent  beau application discret simple paramétrer  consommer batterie *****  you  need  some  help  to translater it  into  french  contact '
bien, 'génial  bon application penser aller devenir indispensable problème clavier falloir régler application activer barre haut pouvoir être disponible version mise avoir jour raccourci bug  utilisation être top merci pouvoir être être possible faire deux/quatre  barre avoir droit avoir gauche haut/bas  permettre mettre jeu haut avoir droit social bas avoir droit raccourci appels/SMS  bas '
bien, 'caver Domage  quon  pouvoir rajouter dautre  barre '
bien, 'parfait  beau travail '
bien, ' Best  apps  Add  option to open sidebar  by touch  hotspot  only  will  give  star '
bien, ' '
mauvais, 'fonctionner   fonctionner rom  v3.12.13  '
bien, 'cool aimer '
bien, 'Perfect  since  the  last  update  the  good  old  scroll  animation is  back  '
bien, 'excellent bon application reprendre système ubuntu  simple utilisation fluide '
bien, 'Tres  boe  appli  '
bien, 'mal  gourmand ram joli intuitif pratique '
bien, ''
bien, 'Solid  sidebar  app  tried  many  sidebar  application and  you  always  need  to compromettre it  is  the  fluidity  or the  customization  of  the  look the  number/area  of  trigger the  memory  needed  Glovebox  stand out it  doesn\'t  haver any  of  these  issu is  simple to user while  having  so  many  option at  the  same  time  is  fluid  offers  avoir few  great  themes  to most  user and  offers  great  versatility  The  only  downside  can  think  of  so  far is  translation there\'s  none avoir far avoir aware  it  make  the  app  unusable  at  all  once you\'re  set up  with  your  shortcuts  and  settings  you\'ll  never  really  haver to read  anything  '
mauvais, 'Appgratis***  fonctionner   impossible débloquer version premium  aller désinstaller  '
neutre, 'Xperia  z  Commemt  mettre français svp  mettre 5etoiles  '
mauvais, 'mensonge  supposer to be  free  with  appgratis  but nothing  happened  '
neutre, ' français dommage trouver application inutile '
bien, ' bonjour être possible lire epub  hébreu arabe moon  reader merci '
bien, 'super avoir madame coup devoir partager souci appli  bonheur '
bien, ' superbe application suivre|être d  accord être note être pourvoir  faire annotation juste côté texte exemple redire '
bien, 'super appli  lecture   super appli  pouvoir choisir couleur fond écran écriture posséder système défilement autom  texte '
bien, 'Impect  application fonctionner avoir possibilité faire réglage '
bien, 'meilleur signalement prise note être nécessaire malheureux postit  faire pitié '
bien, ' dommage lecture payant cest  parfait '
bien, '  avoir faire installer entourage must  haver '
bien, 'excellent bon application possibilité '
bien, 'cool  super site lire souligner '
bien, 'super lecteur   stable agréable avoir utiliser '
mauvais, 'note perdu  moi|mois préparation note surlignage  avoir disparaître coup avoir déplacer renommer dossier fichier être juste dire application fait retour arrière moi|mois seul note surlignages  moi|mois être falloir faire qq  chose rendre application dommage utiliser jour aimer '
bien, 'Awesome   lover all  the  option app  '
bien, ' aller Et  d  coup falloir payer|payer '
bien, ' application rien redire '
mauvais, ' plante '
bien, 'Sehr  schon   Appli  parfaire '
bien, ' rien redire '
bien, ' Appli  indispensable recommander '
bien, ' bon application '
bien, ' bon application '
bien, ' parfait '
bien, 'top   sobre efficace '
bien, ' '
bien, ' excellent '
bien, ' super '
bien, ' '
bien, '  bon application ebook  importation livre être laborieux rangement bibliothèque foi|fois règle|règles détail cinquième étoile être mériter '
bien, 'utilisateur fréquent  facile utiliser application répondre attente dommage pdf  être lisible version pro '
bien, ' bon application pratique fonctionnel '
bien, ' vrai bonheur utilisation concepteur '
bien, ' application pratique '
mauvais, 'french    décevoir dur trouver titre français '
bien, ' meilleur lecteur ebook  '
bien, ' suivre|être content image pouvoir grand avoir quitter montanot  être débutant devoir simplifier bibliothèque pré garder étoile mériter être bon continuation '
bien, ' Plutot  '
neutre, ' '
bien, 'super application  avoir penser pouvoir lire tablette grâce être possible merci '
bien, ' excellent application manquer possibilité prendre note penser devoir être version payant '
bien, 'apprécier suivre|être mordre livre application être simple utilisation livre être organiser être utiliser logiciel '
bien, 'étoile avoir virus pouvoir télécharger  minecraft  aiessayer  télécharger  version récente(0.10.0  suivre|être dégouter  '
bien, 'Telecharge    dommage être parametres  indiquer destination(chemin  fichier qu  pouvoir envoyer carte sd  ext  '
bien, ''
bien, 'superbe Tres  bon apli  '
bien, '  cool falloir savoir servir jeu être fake  falloir prendre bon version galère utile '
bien, 'merci 4shared  *****  avoir mettre etoiles  pouvoir avoir mettre avoir conseiller appli  avoir pote être genial  '
bien, 'parfait truc déranger minecraft  arriver avoir jouer multijoueur  '
bien, 'avoir aimer adorer grace  avoir applis  pouvoir telecharger  minecraft  mc2,3  gta  plein d  autre applis  est Cc  super pouvoir telecharger  '
bien, 'cool set application cool pouvoir faire mise avoir jour quan  rechercher jeu geometry  dash  exemple télécharge  un autre apply  marche tout feser  mise avoir jour cliquer bon resulta  coup avoir foi|fois SSSSSSVVVVVVPPPPPP  '
bien, 'jai  u  minecraft  pe  gratuit full game jeu complet '
bien, 'galaxie s5    avoir dire joli app  être merci formidable app  '
mauvais, 'piger perso  piger vouloir telecharger  truc veuiller  mettre ect  ect  merci regle  gros beuge  dsl  faute doctografe  '
bien, 'cool cool aplis  payant besoin payer|payer problem  est avoir jeu maleresemant  facon  être '
bien, 'lover lover 4shared  I\'m  verry  content logiciel crack the  video  game '
bien, 'pouvoir hacker  n  importer jeu entrer nom lz  telecharger  '
bien, 'application être inutile être gratuit '
bien, 'cool  Instaler  j  avoir minecraft  pocket edition  gratuit gras avoir 4shared  photo drs  vidéo quensail  instaler  ok  salut '
bien, ' trop avoir jeu son payant store minecraft  '
bien, 'parfait fichier fonctionner étoile '
bien, 'parfait  super appli  tt  marche tres  avoir dire '
bien, '  version pro avoir devoir renommer extension fichier apk  fichier installer ????  version pro '
bien, 'application être génial pouvoir télécharger  photo vidéo application music  '
mauvais, 'problème avoir tablette père mère père marche mère pouvoir télécharger  c  être tablette mère beug  '
bien, 'utile '
bien, 'pouvoir telecharger  vouloir cool '
bien, ' être génial icôn  tomber fauce  apk  '
bien, 'bon application  mise avoir jour avoir changer avis parfaire merci '
bien, 'trop cool truc être gratuit pouvoir avoir gratuitemen  '
mauvais, 'merde   gas  telecharger  jeu c  merde parce-que  perso  j  avoir telecharger  être j  avoir vouloir metre  gta  mi pouvoir jouer être envoyer virus tel allors  telecharger  '
bien, 'acer liquid  z5    appli  être bombe O  falloir télécharger  conseiller '
mauvais, 'jeu avoir virus être fake  être chiant jeu avoir virus seul minecraft  être seul marcher décevoir '
bien, 'anis gasmi    seul bcp  apps  infecter autre exiger téléchargement  jeu ouvrir fichier '
neutre, 'chercher jeu donner plein logiciel différent jeu super '
bien, ' cool cool cool cool cool cool cool cool cool cool cool cool cool cool '
mauvais, '  piger télécharge  avoir problème d  analyse stockage c  être nuuuul  '
bien, 'cool cool cool cool cool cool  '
bien, 'super cool cool cool cool cool '
bien, 'cool cool cool cool cool cool '
bien, 'cool '
neutre, '  Cest  juste cliquer jeu fauts  améliorer chose '
neutre, '  vidéo couper coup novice suivre|être obliger aller voir autre plateforme  voir faire avoir corriger svp  '
bien, 'top  application parfait '
bien, ' terrible courbature terrible '
neutre, ' terrible '
mauvais, 'dommage impossible s  inscrire probleme  adresse email  continuer dommage suite c  être payant bon j  avoir faire nouveau tentative c  être vouloir différent email  dommage semaine pareil ca  venir S3  '
bien, 'bon application   superbe recommander vouloir commencer progresser découvrir nouveau méthode travail convenir|convier femme faire seul ami camarade travailler physique mental mental.  devenir freeathletes  '
bien, 'sportif  super application passer être plein coaching  '
bien, 'frénétique  super appli  motivant bon courage '
bien, 'être top   top ?  ?  aimer souffrir avoir résultat '
bien, 'génial problème mise jour '
bien, 'Tip  top   vrai tuerie programme '
bien, ' bonjour excellent application suivre|être arriver bout abonnement arriver renouveler faire merci réponse '
bien, 'génial  super application vouloir bouger coach être vrai motivation '
bien, 'problème chrono mise jour   chrono remettre zéro passer autre appli  '
bien, 'mettre jour compéter  rien redire être top '
bien, 'concentrer exercice parfait '
bien, ' '
bien, 'juste parfaire adieu salle sport avoir freeletic  avoir quil  falloir pourdevenir  veritable  athlete  '
bien, 'Samsung  galaxy  noter  Appli  super français être top '
bien, 'super  nouveau version warmup  strech '
bien, 'parfait parfaire enlever étoile avoir anglais '
bien, 'part renaître '
